pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,5/3/2019,91,-1.48,6,"Sánchez, Gary",596142,573046,home_run,hit_into_play,,,,,5,Gary Sanchez homers (10) on a line drive to left center field.,R,R,R,NYY,MIN,X,,line_drive,1,2,2019,-0.51,1.34,-0.01,2.35,,,,2,7,Bot,46.94,42.51,,,641598,,,4.77673574,-132.3857886,-6.10658173,-7.053592412,28.79929298,-15.32524076,3.34,1.6,412,118.3,20,91,2071,6.3,567471,573046,641598,543068,570731,501303,593871,503556,621439,596146,54.16,0.967,1.673,2,1,0,3,6,56,4,4-Seam Fastball,5,1,5,1,1,6,6,1,Infield shift,Standard,201,0.017,1.034
SI,4/15/2019,91.3,-1.95,5.79,"Gallo, Joey",608336,502239,home_run,hit_into_play,,,,,5,Joey Gallo homers (5) on a line drive to right field.,R,L,R,TEX,LAA,X,,line_drive,3,2,2019,-1.18,0.55,-0.2,2.74,,,,2,3,Bot,228.16,43.46,,,607345,,,6.855943681,-132.6071738,-2.848575555,-15.2135252,31.00876003,-25.46533417,3.45,1.65,436,115.1,25,90.2,2299,5.9,566772,502239,607345,405395,600303,446359,592743,664058,571718,594777,54.56,1,1.936,2,1,0,3,6,31,6,Sinker,3,4,3,4,4,4,4,4,Infield shift,Standard,245,0.128,0.977
SI,4/11/2019,95.1,1.01,5.95,"Alonso, Pete",624413,458924,home_run,hit_into_play,,,,,5,Pete Alonso homers (6) on a line drive to center field.   Brandon Nimmo scores.,R,R,L,ATL,NYM,X,,line_drive,0,1,2019,1.39,0.34,-0.13,2.29,,,607043,0,7,Top,138.52,14.96,,,452095,,,-5.757988868,-138.0534532,-4.558677963,18.20084781,29.78994535,-27.33758796,3.31,1.48,454,118.3,17,92.8,2254,5,567163,458924,452095,518692,645277,518626,621020,622666,660670,455976,55.51,0.887,1.273,2,1,0,3,6,52,2,Sinker,2,4,4,2,6,2,6,2,Standard,Standard,104,-0.1,1.64
FF,4/10/2019,95.6,2.53,5.74,"Soler, Jorge",624585,579328,home_run,hit_into_play,,,,,8,Jorge Soler homers (2) on a line drive to left center field.,R,R,L,KC,SEA,X,,line_drive,3,1,2019,0.62,1.19,-0.11,2.15,,,,2,3,Bot,54.96,24.21,,,553882,,,-8.35939344,-138.9615185,-6.590824574,9.732157082,27.56601939,-15.4936679,3.55,1.63,454,115.1,30,96.2,2320,6.4,565709,579328,553882,429665,543829,592387,542921,457803,605480,571745,54.08,1,1.939,2,1,0,3,6,28,5,4-Seam Fastball,2,3,2,3,3,3,3,3,Infield shift,Standard,153,0.128,0.943
FF,4/8/2019,91.7,2.35,5.84,"Ozuna, Marcell",542303,547943,home_run,hit_into_play,,,,,2,Marcell Ozuna homers (2) on a line drive to left field.   Jose Martinez scores.,R,R,L,STL,LAD,X,,line_drive,1,1,2019,0.94,1.15,-0.21,3.18,,,500874,2,1,Bot,9.34,89.75,,,431145,,,-8.542643435,-133.2830266,-3.344715235,13.10079892,28.67954945,-17.90056411,3.38,1.65,374,115.3,19,92,2094,6.6,566570,547943,431145,641355,571771,571970,608369,592626,572041,657077,53.94,0.967,1.647,2,1,0,3,6,10,3,4-Seam Fastball,0,2,0,2,2,2,2,2,Standard,Standard,141,0.193,1.88
FT,8/9/2018,91.1,-1.45,6,"Stanton, Giancarlo",519317,642558,home_run,hit_into_play,,,,,7,Giancarlo Stanton homers (28) on a line drive to left field.,R,R,R,NYY,TEX,X,,line_drive,1,1,2018,-1.23,0.6,-0.51,2,,,,1,5,Bot,22.52,37.79,,,455139,,,4.975981362,-132.6398689,-5.520815778,-15.5195593,24.91213202,-24.17615487,3.71,1.75,449,121.7,17,91.4,1655,6.2,531141,642558,455139,595777,596059,134181,462101,641432,624636,608336,54.31,0.887,1.327,2,1,0,3,6,41,3,2-Seam Fastball,5,3,5,3,3,6,6,3,Standard,Standard,244,0.077,1.007
FF,7/28/2018,97.1,-1.67,5.65,"Gallo, Joey",608336,444468,home_run,hit_into_play,,,,,5,Joey Gallo homers (26) on a fly ball to right center field.    Elvis Andrus scores.    Adrian Beltre scores.,R,L,R,HOU,TEX,X,,fly_ball,2,0,2018,-0.59,1.21,0.06,2.69,462101,,134181,1,9,Top,180.93,29.8,,,545358,,,5.964930241,-141.2271557,-5.073577408,-9.289034741,34.47163306,-15.16171975,3.5,1.7,436,116.5,21,96.7,2017,6.3,530983,444468,545358,493329,503556,605204,608324,663656,543807,502210,54.24,0.967,1.814,2,1,0,3,6,68,3,4-Seam Fastball,1,4,4,1,7,1,7,1,Infield shift,Standard,206,-0.019,1.916
CH,7/23/2018,84.8,1.38,6.21,"Chapman, Matt",656305,519043,home_run,hit_into_play,,,,,8,Matt Chapman homers (11) on a line drive to left field.   Khris Davis scores.    Stephen Piscotty scores.,R,R,L,TEX,OAK,X,,line_drive,2,2,2018,1.15,0.96,-0.2,1.92,501981,572039,,1,7,Top,17.07,69.98,,,455139,,,-5.913501298,-123.3011709,-5.581486018,12.65590007,22.07135264,-21.64649823,3.37,1.53,396,115.2,18,84.5,2114,5.9,530911,519043,455139,608597,596059,595777,462101,607387,592261,425783,54.6,0.88,1.393,2,1,0,3,6,58,7,Changeup,2,8,8,2,11,2,11,2,Standard,Standard,130,-0.007,2.009
FF,6/29/2018,93.4,-2.34,5.53,"Zunino, Mike",572287,453178,home_run,hit_into_play,,,,,5,Mike Zunino homers (12) on a fly ball to left field.,R,R,R,SEA,KC,X,,fly_ball,2,2,2018,-0.81,1.45,-0.27,2.26,,,,1,5,Bot,21.19,35.63,,,521692,,,7.120611789,-135.760792,-5.863021025,-11.5689304,29.63978946,-13.18110154,3.2,1.3,470,116,26,93.5,2460,6.4,530630,453178,521692,446263,609275,519058,444876,593528,593160,594011,54.11,1,2.031,2,1,0,3,6,33,8,4-Seam Fastball,2,0,2,0,0,3,3,0,Standard,Standard,209,0.077,1.019
CH,6/24/2018,82.9,-2.21,6.05,"Palka, Daniel",594953,621112,home_run,hit_into_play,,,,,4,Daniel Palka homers (7) on a line drive to right field.,R,L,R,CWS,OAK,X,,line_drive,1,0,2018,-1.11,0.68,-0.39,2.51,,,,0,6,Bot,210.76,57.91,,,518960,,,6.270382574,-120.6115122,-2.98725275,-11.84040534,19.74789285,-25.2742264,3.8,1.54,387,115.2,18,82.9,1577,6,530566,621112,518960,621566,620439,476704,543760,640461,592192,572039,54.54,0.88,1.393,2,1,0,3,6,46,2,Changeup,5,2,5,2,2,6,6,2,Infield shift,Standard,238,0.038,0.964
SL,6/20/2018,84.7,-2.16,5.92,"Stanton, Giancarlo",519317,475857,home_run,hit_into_play,,,,,8,Giancarlo Stanton homers (18) on a line drive to center field.   Didi Gregorius scores.,R,R,R,NYY,SEA,X,,line_drive,0,2,2018,0.73,-0.67,0.04,2.09,,,544369,2,9,Bot,90.99,9.36,,,572287,,,3.660551703,-123.192483,-1.332675386,6.451949195,23.4674736,-38.68229581,3.71,1.71,453,117.9,17,82.9,2849,5,530514,475857,572287,592387,543829,572122,516416,592325,628338,571745,55.46,0.887,1.362,2,1,0,3,6,80,3,Slider,5,5,5,5,5,7,7,5,Strategic,Standard,48,0.437,1.967
FC,6/15/2018,84.8,-1.58,5.98,"Gallo, Joey",608336,518452,home_run,hit_into_play,,,,,4,Joey Gallo homers (18) on a fly ball to center field.   Isiah Kiner-Falefa scores.,R,L,R,TEX,COL,X,,fly_ball,0,0,2018,0.37,0.58,-0.48,2.64,,643396,,2,1,Bot,94.42,11.41,,,608596,,,1.840526332,-123.4895619,-2.618899573,3.33903745,22.92317489,-26.13163467,3.5,1.51,447,115.5,22,83.8,1815,5.5,530438,518452,608596,435622,518934,571448,596115,467827,453568,571595,55.04,0.987,1.9,2,1,0,3,6,11,1,Cutter,3,0,3,0,0,5,5,0,Strategic,Standard,148,0.098,1.781
FF,6/11/2018,94.8,-1.83,6.1,"Trout, Mike",545361,475857,home_run,hit_into_play,,,,,3,Mike Trout homers (21) on a fly ball to center field.,R,R,R,SEA,LAA,X,,fly_ball,2,2,2018,-0.6,1.19,0.5,3.09,,,,0,8,Top,123.02,23.2,,,572287,,,7.243547977,-137.6921309,-4.69089258,-8.886268486,28.18156867,-16.70382933,3.42,1.5,459,115,19,93.4,2190,5.4,530391,475857,572287,592387,543829,572122,516416,452655,628338,571745,55.13,0.927,1.571,2,1,0,3,6,57,5,4-Seam Fastball,5,2,2,5,3,5,3,5,Standard,Standard,207,-0.065,1.021
CH,6/6/2018,85.4,-1.7,6.6,"Stanton, Giancarlo",519317,607352,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (14) on a line drive to left field.,R,R,R,TOR,NYY,X,,line_drive,1,0,2018,-1.06,0.85,-0.22,2.5,,,,2,13,Top,20.36,56.47,,,431145,,,5.574133632,-124.1132598,-5.019220455,-12.01594813,24.95706486,-22.65985849,3.63,1.71,416,119.3,15,85,1531,6.1,530328,607352,431145,475253,581527,500208,649557,606192,607680,434158,54.41,0.84,1.141,2,1,0,3,6,89,2,Changeup,0,2,2,0,3,0,3,0,Standard,Standard,231,-0.047,0.986
FF,6/5/2018,96.3,-1.64,5.97,"Gallo, Joey",608336,642152,home_run,hit_into_play,,,,,6,Joey Gallo homers (16) on a line drive to right field.    Jurickson Profar scores.,R,L,R,TEX,OAK,X,,line_drive,1,0,2018,-0.77,1.23,0.45,2.68,,,595777,0,8,Bot,215.04,59.17,,,518960,,,7.293268085,-139.9600381,-5.96270876,-11.74667865,30.19291751,-14.9007784,3.61,1.62,386,117.5,21,96.5,2296,6.3,530314,642152,518960,621566,476704,656305,543760,592192,641583,640461,54.15,0.967,1.814,2,1,0,3,6,71,2,4-Seam Fastball,5,4,5,4,4,7,7,4,Infield shift,Strategic,212,0.085,1.538
SI,5/13/2018,90.1,-1.39,5.85,"Harper, Bryce",547180,643327,home_run,hit_into_play,,,,,2,Bryce Harper homers (13) on a fly ball to right field.,R,L,R,ARI,WSH,X,,fly_ball,3,0,2018,-1.09,0.55,0.11,2.81,,,,1,3,Top,230.96,38.64,,,488671,,,5.807953699,-130.8933281,-2.627248825,-13.28930783,27.45500535,-25.79060521,2.91,1.22,449,115.1,25,88.2,2298,5.2,530016,643327,488671,502671,572008,518614,606466,444482,572041,519306,55.33,1,2.021,2,1,0,3,6,17,4,Sinker,0,1,1,0,2,0,2,0,Infield shift,Standard,243,-0.108,0.842
FF,5/9/2018,88.2,-2.16,5.89,"Mazara, Nomar",608577,599683,home_run,hit_into_play,,,,,3,Nomar Mazara homers (10) on a line drive to right field.,R,L,R,TEX,DET,X,,line_drive,1,0,2018,-0.58,0.82,0.41,3,,,,0,10,Bot,,,,,606988,,,7.359023461,-128.0978199,-2.520963097,-7.896298206,29.64637714,-22.99582867,3.24,1.72,416,117.1,19,87,2175,5.9,529952,599683,606988,543308,553988,600869,578428,543484,592444,592348,54.59,0.913,1.539,2,1,0,3,6,83,2,4-Seam Fastball,4,4,4,4,4,5,5,4,Strategic,Strategic,215,0.366,0.964
FF,5/9/2018,96.8,-2.94,4.88,"Judge, Aaron",592450,518886,home_run,hit_into_play,,,,,5,Aaron Judge homers (9) on a line drive to center field.   Brett Gardner scores.,R,R,R,NYY,BOS,X,,line_drive,1,2,2018,-0.95,1.36,0.28,3.13,458731,,,1,8,Bot,136.34,17.1,,,543877,,,10.59399793,-140.4731736,-2.114796864,-14.81180137,32.73370541,-14.19886652,3.97,1.81,429,117,16,95.7,2470,5.9,529950,518886,543877,519048,456488,646240,593428,643217,605141,502110,54.61,0.84,1.186,2,1,0,3,6,76,4,4-Seam Fastball,7,6,7,6,6,9,9,6,Strategic,Standard,215,0.064,1.411
CH,5/5/2018,86.7,1.66,5.66,"Gallo, Joey",608336,593958,home_run,hit_into_play,,,,,9,Joey Gallo homers (11) on a fly ball to right field.,R,L,L,TEX,BOS,X,,fly_ball,2,2,2018,1.46,0.58,0.65,1.89,,,,1,2,Bot,,,,,543877,,,-5.347785742,-126.1218431,-3.975940288,16.49732106,25.19339905,-25.46204585,3.5,1.51,466,116.8,27,86.4,1984,6.1,529896,593958,543877,519048,456488,646240,593428,502110,643217,605141,54.42,1,2.031,2,1,0,3,6,14,5,Changeup,0,0,0,0,0,1,1,0,Strategic,Standard,112,0.113,1.019
FT,4/28/2018,86.2,3.02,5.41,"Cordero, Franchy",614173,450306,home_run,hit_into_play,,,,,6,Franchy Cordero homers (6) on a fly ball to right center field.    Christian Villanueva scores.    Jose Pirela scores.,R,L,L,SD,NYM,X,,fly_ball,0,0,2018,1.36,1.24,0.43,2.24,,570799,517369,2,4,Bot,214.61,24.52,,,446653,,,-8.854347177,-125.1723925,-3.704626365,16.05659149,26.59461865,-18.79173432,3.72,1.45,459,116.9,24,85.6,2271,6.1,529808,450306,446653,527038,452678,453943,642708,493316,501571,457803,54.37,1,1.995,2,1,0,3,6,38,1,2-Seam Fastball,6,0,6,0,0,9,9,0,Standard,Standard,132,0.023,2.653
CH,4/24/2018,84.3,-1.53,5.24,"Céspedes, Yoenis",493316,596133,home_run,hit_into_play,,,,,5,Yoenis Cespedes homers (5) on a line drive to left field.   Wilmer Flores scores.    Michael Conforto scores.,R,R,R,STL,NYM,X,,line_drive,3,1,2018,-0.87,0.78,-0.21,2.37,,527038,624424,2,5,Top,5.09,42.16,,,425877,,,4.718030564,-122.5614629,-1.798027236,-9.581707709,24.13749084,-24.31829148,3.33,1.39,463,115.1,25,83.7,1377,5.9,529754,596133,425877,500874,543939,572761,657557,542303,502054,451594,54.58,1,2.021,2,1,0,3,6,41,5,Changeup,4,1,1,4,4,4,4,4,Standard,Standard,228,-0.299,2.452
CH,4/24/2018,82.7,-1.82,5.36,"Schwarber, Kyle",656941,458708,home_run,hit_into_play,,,,,6,Kyle Schwarber homers (5) on a line drive to right field.,R,L,R,CLE,CHC,X,,line_drive,2,1,2018,-1.13,0.83,0.38,2.12,,,,1,2,Top,238.46,77.04,,,547379,,,7.094714418,-120.2205401,-2.445712239,-12.11411948,22.64670447,-24.06798391,3.21,1.35,389,117.1,18,81.9,1700,5.7,529748,458708,547379,475174,543401,608070,596019,434658,605548,571980,54.77,0.893,1.431,2,1,0,3,6,10,4,Changeup,0,0,0,0,1,0,1,0,Infield shift,Standard,234,-0.111,0.97
CU,4/23/2018,72,-1,6.35,"Stanton, Giancarlo",519317,543606,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (5) on a fly ball to left field.,R,R,R,NYY,MIN,X,,fly_ball,2,2,2018,0.93,-1.31,0.21,3.03,,,,2,5,Bot,39.25,35.16,,,488771,,,0.858542028,-104.4909049,3.039129517,6.351124359,19.11957515,-42.23323476,3.88,1.76,435,115.7,29,70.4,2345,5.4,529740,543606,488771,408045,572821,593934,500871,592696,534606,596146,55.15,1,2.035,2,1,0,3,6,42,5,Curveball,4,1,4,1,1,5,5,1,Standard,Standard,35,0.052,1.015
FT,4/21/2018,92.6,-1.19,5.46,"Judge, Aaron",592450,573186,home_run,hit_into_play,,,,,4,Aaron Judge homers (6) on a fly ball to left field.   Brett Gardner scores.,R,R,R,NYY,TOR,X,,fly_ball,3,0,2018,-0.62,0.64,-0.45,2.42,,,458731,2,3,Bot,,,,,571912,,,3.165599826,-134.7702128,-3.333832623,-8.064399931,26.08759961,-24.1494767,3.83,1.67,443,116.1,30,91.9,2288,5.6,529719,573186,571912,456665,666971,500208,649557,606192,607680,545341,54.89,0.993,2.018,2,1,0,3,6,23,4,2-Seam Fastball,0,0,0,0,0,2,2,0,Standard,Standard,224,0.22,1.725
FF,4/20/2018,89.6,-1.2,5.45,"Cordero, Franchy",614173,571863,home_run,hit_into_play,,,,,6,Franchy Cordero homers (3) on a fly ball to center field.,R,L,R,ARI,SD,X,,fly_ball,1,0,2018,-0.56,1.18,0.29,2.51,,,,2,4,Top,,,,,488671,,,4.860188795,-130.4365923,-3.797063854,-7.385664261,24.72338848,-18.17303732,3.61,1.57,489,116.3,29,90,2224,6.3,529701,571863,488671,502671,606466,571918,605113,518614,502481,444482,54.24,1,2.035,2,1,0,3,6,24,2,4-Seam Fastball,0,0,0,0,1,0,1,0,Standard,Standard,206,-0.136,0.986
SI,4/14/2018,91.1,-1.43,5.27,"Álvarez, Pedro",476883,584171,home_run,hit_into_play,,,,,5,Pedro Alvarez homers (2) on a fly ball to center field.   Anthony Santander scores.,R,L,R,BOS,BAL,X,,fly_ball,2,0,2018,-1.31,0.7,-0.12,2.63,,623993,,2,5,Top,146.49,14.53,,,506702,,,6.324382556,-132.6628547,-2.326176639,-17.33706869,29.01560191,-23.34299748,3.32,1.44,437,115.9,22,92.6,2150,7.2,529614,584171,506702,434670,571788,646240,624407,596119,643217,598265,53.29,0.987,1.9,2,1,0,3,6,43,3,Sinker,8,0,0,8,2,8,2,8,Infield shift,Standard,242,-0.013,1.732
FC,4/11/2018,87.5,-1.48,5.36,"Ramirez, Hanley",434670,547888,home_run,hit_into_play,,,,,5,Hanley Ramirez homers (2) on a fly ball to left field.,R,R,R,BOS,NYY,X,,fly_ball,0,0,2018,-0.05,1.12,0.21,2.46,,,,2,1,Bot,16.68,50.66,,,596142,,,4.110482725,-127.3631149,-3.108032392,-1.289422335,24.8482897,-19.8342593,3.4,1.41,432,117.5,20,86.6,2054,5.6,529582,547888,596142,435522,642180,609280,544369,519317,458731,592450,54.89,0.947,1.704,2,1,0,3,6,11,1,Cutter,0,4,0,4,4,1,1,4,Standard,Standard,182,0.067,1
FF,4/10/2018,92.9,3.58,5.01,"Judge, Aaron",592450,519242,home_run,hit_into_play,,,,,6,Aaron Judge homers (3) on a fly ball to center field.,R,R,L,BOS,NYY,X,,fly_ball,1,0,2018,1.22,0.97,0.47,2.75,,,,2,5,Top,127.81,10.16,,,543877,,,-10.45238692,-134.694159,-2.009126332,16.94227146,30.83989217,-20.3973151,3.9,1.69,444,116.3,22,91.5,2223,5.8,529568,519242,543877,434670,456488,646240,571788,643217,598265,605141,54.7,0.987,1.9,2,1,0,3,6,42,2,4-Seam Fastball,5,0,0,5,1,5,1,5,Strategic,Strategic,129,-0.029,0.986
SL,4/4/2018,88.2,1.58,6.77,"Stanton, Giancarlo",519317,605483,home_run,hit_into_play,,,,,4,Giancarlo Stanton homers (3) on a fly ball to left field.   Brett Gardner scores.,R,R,L,NYY,TB,X,,fly_ball,1,2,2018,-0.53,0.25,-0.32,2.67,,,458731,1,1,Bot,6.34,43.84,,,467092,,,-3.515017991,-128.3996243,-4.388714101,-5.127558675,26.87371973,-28.71184835,3.58,1.55,458,117.9,23,88,2380,6.2,529494,605483,467092,543543,621563,621002,588751,452655,595281,605480,54.31,0.993,1.928,2,1,0,3,6,8,4,Slider,0,1,0,1,1,2,2,1,Standard,Standard,245,0.185,1.81
SL,4/3/2018,85.9,1.85,6.15,"García, Avisaíl",541645,457918,home_run,hit_into_play,,,,,5,Avisail Garcia homers (1) on a fly ball to left center field.,R,R,L,TOR,CWS,X,,fly_ball,0,1,2018,-0.25,0.67,0.04,2.47,,,,1,5,Top,65.25,3.14,,,571912,,,-3.740143582,-124.9679642,-3.732885175,-1.832898048,23.66666449,-24.88023977,3.41,1.52,481,116.7,27,84.9,2194,5.5,529474,457918,571912,475253,500208,518626,649557,434158,607680,545341,55.01,1,2.031,2,1,0,3,6,41,2,Slider,6,2,2,6,3,6,3,6,Standard,Standard,200,-0.053,1.026
FF,4/3/2018,91.7,-1.86,5.98,"Ozuna, Marcell",542303,502624,home_run,hit_into_play,,,,,5,Marcell Ozuna homers (1) on a fly ball to left center field.   Tommy Pham scores.,R,R,R,MIL,STL,X,,fly_ball,2,1,2018,-0.44,1.64,0.12,2.28,,502054,,1,3,Top,40.51,13.07,,,444489,,,5.828899568,-133.1461892,-6.793788908,-6.356835543,30.29606163,-12.02019334,3.43,1.4,479,117.2,22,90.1,2220,5.6,529481,502624,444489,519346,542340,543768,606115,460075,456715,592885,54.94,0.987,1.889,2,1,0,3,6,20,4,4-Seam Fastball,0,2,2,0,4,0,4,0,Standard,Standard,195,-0.123,1.552
FF,3/29/2018,90.5,1.66,5.74,"Davidson, Matt",571602,518633,home_run,hit_into_play,,,,,5,Matt Davidson homers (1) on a fly ball to left center field.,R,R,L,KC,CWS,X,,fly_ball,2,1,2018,0.89,1.47,-0.06,2.33,,,,0,4,Top,74.11,21.41,,,460077,,,-6.24036119,-131.5772451,-5.767547404,11.76833373,28.89516826,-13.8534625,3.62,1.35,435,115.1,22,90.9,2137,6.7,529408,518633,460077,446263,593160,519058,444876,445055,460086,624585,53.83,0.993,1.915,2,1,0,3,6,29,4,4-Seam Fastball,4,2,2,4,3,4,3,4,Standard,Standard,149,-0.109,0.957
FT,3/29/2018,91.7,1.96,6.01,"Stanton, Giancarlo",519317,457918,home_run,hit_into_play,,,,,8,Giancarlo Stanton homers (1) on a line drive to right center field.    Brett Gardner scores.,R,R,L,TOR,NYY,X,,line_drive,0,1,2018,1.14,0.55,-0.05,1.91,,,458731,1,1,Top,190.3,29.86,,,431145,,,-7.530415955,-133.3180446,-5.6492508,15.24518519,29.38096124,-24.62964481,3.52,1.49,426,117.3,20,91.6,2191,6.4,529415,457918,431145,475253,581527,518626,649557,434158,607680,545341,54.15,0.947,1.704,2,1,0,3,6,3,2,2-Seam Fastball,0,0,0,0,2,0,2,0,Standard,Standard,116,-0.174,1.765
FT,9/30/2017,93.1,-1.47,5.36,"Judge, Aaron",592450,573186,home_run,hit_into_play,,,,,4,Aaron Judge homers (52) on a fly ball to left center field.,R,R,R,NYY,TOR,X,,fly_ball,2,0,2017,-1.43,0.33,-0.43,3,,,,0,4,Bot,56.86,4.52,,,431145,,,5.704685143,-135.4206426,-1.039882064,-18.63006602,26.91481244,-28.18072771,3.83,1.67,496,118.3,26,93,2312,6,492513,573186,431145,475253,446381,518626,572365,485567,606192,430832,54.46,1,1.968,2,1,0,3,6,23,3,2-Seam Fastball,0,0,0,0,0,1,1,0,Standard,Standard,261,0.131,0.899
SL,9/28/2017,89.5,2.07,6.12,"Stanton, Giancarlo",519317,571521,home_run,hit_into_play,,,,,8,Giancarlo Stanton homers (59) on a fly ball to left center field.   Dee Gordon scores.,R,R,L,MIA,ATL,X,,fly_ball,0,0,2017,-0.13,-0.21,-0.2,2.21,,,543829,2,8,Bot,,,,,452095,,,-5.240413826,-130.1154896,-3.279948717,-0.550675648,22.38765494,-34.16603532,3.63,1.6,467,118.7,23,88.7,2173,5.4,492474,571521,452095,518692,645277,611177,621020,572669,542255,455976,55.07,1,1.91,2,1,0,3,6,68,1,Slider,5,1,5,1,1,7,7,1,Infield shift,Standard,337,0.01,1.879
SI,9/27/2017,93.6,-1.13,5.43,"Cruz, Nelson",443558,608665,home_run,hit_into_play,,,,,4,Nelson Cruz homers (38) on a line drive to left field.   Robinson Cano scores.,R,R,R,OAK,SEA,X,,line_drive,1,1,2017,-1.34,1.32,-0.33,2.63,,,429664,1,4,Top,5.1,87.73,,,622194,,,4.98149368,-136.0378078,-4.42051384,-17.70732338,27.94186691,-14.94091641,3.51,1.54,384,116.8,19,93.9,2343,6.4,492470,608665,622194,592387,620439,656305,543760,501981,592192,459964,54.15,0.98,1.662,2,1,0,3,6,26,3,Sinker,2,0,0,2,2,2,2,2,Standard,Standard,228,-0.208,1.744
CU,9/23/2017,76.1,-1.71,6.58,"Stanton, Giancarlo",519317,592836,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (57) on a line drive to left field.,R,R,R,ARI,MIA,X,,line_drive,1,1,2017,0.91,-0.74,0.12,2.12,,,,2,4,Top,50.52,37.41,,,455104,,,2.227660815,-110.7217779,-1.056215163,6.98493306,18.81867347,-38.19833149,3.49,1.46,419,116.7,18,75.3,2263,5.6,492410,592836,455104,502671,592273,571875,489267,444482,572041,502110,54.88,0.953,1.546,2,1,0,3,6,36,3,Curveball,4,5,5,4,6,4,6,4,Strategic,Standard,46,-0.119,1.004
CU,9/20/2017,78.2,-1.39,6.1,"Stanton, Giancarlo",519317,592340,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (56) on a line drive to left center field.   Dee Gordon scores.,R,R,R,MIA,NYM,X,,line_drive,1,1,2017,0.73,-0.94,0.15,2.41,,,543829,1,8,Bot,50.63,47.1,,,608700,,,1.981213908,-113.5555083,0.690063879,5.713847664,23.5274419,-40.47152395,3.63,1.6,399,116.7,17,76.9,2221,5.8,492373,592340,608700,642086,595943,452678,408314,607043,493114,607369,54.72,0.913,1.391,2,1,0,3,6,68,3,Curveball,7,2,7,2,2,9,9,2,Standard,Standard,33,0.003,1.744
SL,9/17/2017,89.5,-2.03,6.03,"Gallo, Joey",608336,572070,home_run,hit_into_play,,,,,9,Joey Gallo homers (38) on a fly ball to center field.,R,L,R,LAA,TEX,X,,fly_ball,1,2,2017,0.09,-0.45,0.33,1.65,,,,0,2,Top,,,,,455117,,,5.535417115,-129.931449,-3.828620126,-0.102951777,26.1581559,-36.56801739,3.46,1.47,490,116.2,26,88.1,2975,5.5,492339,572070,455117,543068,592230,472528,592743,457708,545361,594777,55.02,1,1.968,2,1,0,3,6,10,4,Slider,0,2,2,0,3,0,3,0,Standard,Standard,9,-0.082,1.072
FF,9/14/2017,93.4,-2.73,5.67,"Judge, Aaron",592450,593144,home_run,hit_into_play,,,,,5,Aaron Judge homers (43) on a fly ball to left center field.   Clint Frazier scores.    Jacoby Ellsbury scores.,R,R,R,NYY,BAL,X,,fly_ball,0,0,2017,-1.23,1.83,-0.26,2.46,,640449,453056,0,6,Bot,8.92,47.14,,,456078,,,9.011148175,-135.2925763,-6.448204468,-17.09382955,31.18758056,-8.461398615,3.83,1.67,448,117.2,22,93,2520,6.4,492285,593144,456078,448801,570731,592518,542921,641820,669720,452234,54.09,0.993,1.876,2,1,0,3,6,55,1,4-Seam Fastball,9,2,9,2,2,12,12,2,Standard,Standard,216,0.003,2.005
FF,9/3/2017,93.7,-2.43,6.12,"Judge, Aaron",592450,592665,home_run,hit_into_play,,,,,1,Aaron Judge homers (38) on a fly ball to left center field.   Starlin Castro scores.,R,R,R,NYY,BOS,X,,fly_ball,1,1,2017,-0.46,2.05,-0.39,3.69,,516770,,2,6,Bot,38.8,18.7,,,506702,,,6.327262554,-136.0620931,-5.098230919,-7.226186239,30.94446853,-5.587418854,3.83,1.67,456,115.1,23,94,2158,6.7,492135,592665,506702,519048,456030,646240,456488,643217,598265,605141,53.83,0.993,1.927,2,1,0,3,6,54,3,4-Seam Fastball,7,1,7,1,1,9,9,1,Standard,Standard,193,0.009,1.795
