Season,Name,WAR,playerid
1901,Fred Clarke,5.5,1002280
1988,Rickey Henderson,5.5,194
1942,Stan Musial,5.5,1009405
1952,Hank Sauer,5.5,1011459
1902,Fred Clarke,5.4,1002280
1978,George Foster,5.4,1004250
1897,Billy Hamilton,5.4,1005270
1993,Luis Gonzalez,5.4,55
2014,Alex Gordon,5.4,5209
1928,Chick Hafey,5.4,1005191
1982,Lonnie Smith,5.4,1012176
1988,Barry Bonds,5.4,1109
1998,Manny Ramirez,5.4,210
2009,Matt Holliday,5.4,1873
2016,Christian Yelich,5.4,11477
1931,Goose Goslin,5.4,1004893
1993,Gregg Jefferies,5.4,1006379
1941,Jeff Heath,5.4,1005560
1978,Greg Luzinski,5.4,1007855
1982,Brian Downing,5.4,1003451
1987,Randy Ready,5.4,1010738
1937,Bob Johnson,5.4,1006428
2006,Alfonso Soriano,5.4,847
1973,Carl Yastrzemski,5.4,1014326
1967,Tony Gonzalez,5.4,1004845
1907,Fred Clarke,5.4,1002280
1917,Joe Jackson,5.4,1006301
1891,Harry Stovey,5.4,1012586
1923,Max Carey,5.3,1001944
2008,Ryan Ludwick,5.3,1260
1948,Sid Gordon,5.3,1004877
1884,Charley Jones,5.3,1006535
1927,Riggs Stephenson,5.3,1012500
1972,Joe Rudi,5.3,1011283
1897,Joe Kelley,5.3,1006776
1987,Barry Bonds,5.3,1109
1968,Lou Brock,5.3,1001458
1985,Kirk Gibson,5.3,1004669
2002,Manny Ramirez,5.3,210
1959,Rocky Colavito,5.3,1002404
1959,Minnie Minoso,5.3,1008984
1921,Bobby Veach,5.3,1013388
1987,George Bell,5.3,1000808
1994,Albert Belle,5.3,1000802
1926,Bibb Falk,5.3,1003911
2004,Adam Dunn,5.3,319
1979,George Foster,5.3,1004250
2014,Jayson Werth,5.3,1327
1900,Kip Selbach,5.3,1011731
1992,Brady Anderson,5.3,364
1968,Willie Horton,5.2,1006038
1966,Tom Tresh,5.2,1013179
1996,Albert Belle,5.2,1000802
1934,Babe Ruth,5.2,1011327
1888,Tip O'Neill,5.2,1009821
1908,Sherry Magee,5.2,1007965
1914,Tilly Walker,5.2,1013534
2006,Jason Bay,5.2,1717
2002,Luis Gonzalez,5.2,55
1999,Brady Anderson,5.2,364
1900,Billy Hamilton,5.2,1005270
1957,Minnie Minoso,5.2,1008984
1967,Lou Brock,5.2,1001458
1926,Al Simmons,5.2,1011978
1918,Babe Ruth,5.2,1011327
1965,Frank Robinson,5.2,1011066
1975,George Foster,5.2,1004250
2015,J.D. Martinez,5.2,6184
1914,Zack Wheat,5.2,1013828
2017,Justin Upton,5.2,5222
1903,Mike Donlin,5.2,1003380
1969,Willie Stargell,5.2,1012426
1992,Shane Mack,5.2,1007928
2001,Manny Ramirez,5.2,210
1962,Norm Siebern,5.2,1011949
1884,Harry Stovey,5.1,1012586
2008,Randy Winn,5.1,1235
1959,Wally Moon,5.1,1009085
1976,Roy White,5.1,1013890
1972,Roy White,5.1,1013890
2003,Garret Anderson,5.1,2
1951,Bobby Thomson,5.1,1013032
2003,Alfonso Soriano,5.1,847
1963,Jimmie Hall,5.1,1005253
1944,Jim Russell,5.1,1011315
2008,Jayson Werth,5.1,1327
1929,Riggs Stephenson,5.1,1012500
1925,Zack Wheat,5.1,1013828
1973,Willie Crawford,5.1,1002750
1930,Goose Goslin,5.1,1004893
1971,Don Buford,5.1,1001636
1921,Austin McHenry,5.1,1008564
2004,Carl Crawford,5.1,1201
1966,Carl Yastrzemski,5.1,1014326
1897,Jesse Burkett,5.1,1001682
1927,Goose Goslin,5.1,1004893
1898,Billy Hamilton,5.1,1005270
2005,Randy Winn,5.1,1235
1890,Harry Stovey,5.1,1012586
2011,Brett Gardner,5.1,9927
1925,Al Wingo,5.1,1014131
1932,Heinie Manush,5.1,1008089
1990,Ron Gant,5.1,1032
2010,Jayson Werth,5,1327
1950,Ralph Kiner,5,1006923
1979,Brian Downing,5,1003451
1885,Henry Larkin,5,1007348
2017,Marcell Ozuna,5,10324
1987,Rickey Henderson,5,194
1955,Al Smith,5,1012090
2009,Ryan Braun,5,3410
1978,Larry Hisle,5,1005858
2004,Brad Wilkerson,5,804
2004,Brian Giles,5,990
1903,Fred Clarke,5,1002280
2002,Jacque Jones,5,735
1990,Bip Roberts,5,1011023
1977,Jim Rice,5,1010897
1988,Kal Daniels,5,1002973
1950,Del Ennis,5,1003786
1993,Greg Vaughn,5,1233
1968,Billy Williams,5,1013975
1968,Frank Howard,5,1006080
1958,Minnie Minoso,5,1008984
1977,Carl Yastrzemski,5,1014326
1925,Ray Blades,5,1001023
1964,Rico Carty,5,1002025
1886,Henry Larkin,5,1007348
2012,Alex Gordon,5,5209
1982,Gary Ward,5,1013611
1923,Charlie Jamieson,5,1006355
1970,Frank Howard,5,1006080
1993,Albert Belle,4.9,1000802
1926,Heinie Manush,4.9,1008089
1913,Burt Shotton,4.9,1011933
1964,Billy Williams,4.9,1013975
2000,Shannon Stewart,4.9,1322
1991,John Kruk,4.9,1007184
1905,George Stone,4.9,1012564
1888,Hub Collins,4.9,1002454
1899,Fred Clarke,4.9,1002280
1889,Tip O'Neill,4.9,1009821
1903,Patsy Dougherty,4.9,1003430
1974,Richie Zisk,4.9,1014455
1920,Zack Wheat,4.9,1013828
1991,Shane Mack,4.9,1007928
2009,Justin Upton,4.9,5222
1974,Ralph Garr,4.9,1004554
1957,Charlie Maxwell,4.9,1008287
1977,Greg Luzinski,4.9,1007855
1916,Max Carey,4.9,1001944
1993,John Kruk,4.9,1007184
1978,Jeff Burroughs,4.9,1001731
1939,Charlie Keller,4.9,1006768
1934,Wally Berger,4.9,1000875
1951,Sid Gordon,4.9,1004877
1879,Charley Jones,4.9,1006535
1890,Billy Hamilton,4.9,1005270
2019,Juan Soto,4.9,20123
2012,Josh Hamilton,4.9,1875
1915,Bill Hinchman,4.9,1005839
2005,Geoff Jenkins,4.9,690
1973,Bob Watson,4.8,1013677
1948,Jeff Heath,4.8,1005560
1905,Topsy Hartsel,4.8,1005464
1984,Kevin McReynolds,4.8,1008690
1899,Joe Kelley,4.8,1006776
1992,Ray Lankford,4.8,1044
1986,Joe Carter,4.8,1002018
1885,Charley Jones,4.8,1006535
1914,Al Wickland,4.8,1013920
1889,Darby O'Brien,4.8,1009686
1972,Willie Stargell,4.8,1012426
1966,Rico Carty,4.8,1002025
1971,Ralph Garr,4.8,1004554
1966,Willie Stargell,4.8,1012426
1920,George Burns,4.8,1001708
1925,Max Carey,4.8,1001944
1933,Al Simmons,4.8,1011978
1985,Phil Bradley,4.8,1001313
1952,Sid Gordon,4.8,1004877
2005,Carl Crawford,4.8,1201
1978,Jose Cruz,4.8,1002841
1970,Merv Rettenmund,4.8,1010846
1977,Bob Watson,4.8,1013677
1882,Pete Browning,4.8,1001554
2000,Manny Ramirez,4.8,210
1993,Rickey Henderson,4.8,194
1992,Bip Roberts,4.8,1011023
1956,Stan Musial,4.8,1009405
1915,Claude Cooper,4.8,1002593
1949,Del Ennis,4.8,1003786
1962,Carl Yastrzemski,4.8,1014326
1972,Dusty Baker,4.8,1000450
1996,Rusty Greer,4.8,1252
1898,Elmer Smith,4.7,1012134
1997,Rondell White,4.7,856
1915,Bobby Veach,4.7,1013388
2008,Carlos Quentin,4.7,6274
2000,Luis Gonzalez,4.7,55
1984,Kirk Gibson,4.7,1004669
1957,Roy Sievers,4.7,1011959
1950,Hoot Evers,4.7,1003875
1929,Chick Hafey,4.7,1005191
2011,Lance Berkman,4.7,548
1953,Monte Irvin,4.7,1006275
1984,Gary Ward,4.7,1013611
1949,Sid Gordon,4.7,1004877
1908,Fred Clarke,4.7,1002280
1916,Bill Hinchman,4.7,1005839
1938,Bob Johnson,4.7,1006428
1979,Jose Cruz,4.7,1002841
1970,Frank Robinson,4.7,1011066
1890,Spud Johnson,4.7,1006503
2006,Carl Crawford,4.7,1201
1931,Chick Hafey,4.7,1005191
1904,Sam Mertes,4.7,1008794
1994,Moises Alou,4.7,261
1969,Don Buford,4.7,1001636
2009,Jayson Werth,4.7,1327
1958,Norm Siebern,4.7,1011949
1934,Al Simmons,4.7,1011978
1971,Cleon Jones,4.6,1006540
1974,Ken Henderson,4.6,1005634
1915,Sherry Magee,4.6,1007965
1902,Jimmy Slagle,4.6,1012048
1915,Ward Miller,4.6,1008939
1897,Kip Selbach,4.6,1011731
1964,Lou Brock,4.6,1001458
1976,Richie Zisk,4.6,1014455
1997,Manny Ramirez,4.6,210
2009,Jason Bay,4.6,1717
1901,Mike Donlin,4.6,1003380
1965,Carl Yastrzemski,4.6,1014326
1953,Minnie Minoso,4.6,1008984
2012,Matt Holliday,4.6,1873
1890,Hardy Richardson,4.6,1010909
1999,B.J. Surhoff,4.6,117
1885,Harry Stovey,4.6,1012586
1981,Tom Paciorek,4.6,1009938
2017,Christian Yelich,4.6,11477
2002,Randy Winn,4.6,1235
1932,Al Simmons,4.6,1011978
1934,Bob Johnson,4.6,1006428
1939,Joe Medwick,4.6,1008719
2003,Brian Giles,4.6,990
1936,George Selkirk,4.6,1011732
1922,Carson Bigbee,4.6,1000956
1918,George Burns,4.6,1001708
1959,Tito Francona,4.6,1004293
1892,Ed Delahanty,4.6,1003155
1883,Harry Stovey,4.6,1012586
1977,Jose Cruz,4.6,1002841
1922,Zack Wheat,4.6,1013828
1938,Joe Medwick,4.6,1008719
2002,Ryan Klesko,4.6,1041
1886,Harry Stovey,4.6,1012586
1991,Joe Carter,4.6,1002018
1967,Billy Williams,4.5,1013975
1968,Don Buford,4.5,1001636
2013,Carlos Gonzalez,4.5,7287
1902,Jesse Burkett,4.5,1001682
2019,Jeff McNeil,4.5,15362
2008,Ryan Braun,4.5,3410
1936,John Stone,4.5,1012568
1977,Larry Hisle,4.5,1005858
1999,Geoff Jenkins,4.5,690
1897,Hugh Duffy,4.5,1003533
1978,Warren Cromartie,4.5,1002786
1947,Stan Musial,4.5,1009405
1957,Gene Woodling,4.5,1014228
2012,Melky Cabrera,4.5,4022
2014,Starling Marte,4.5,9241
1958,Ted Williams,4.5,1014040
1930,Wally Berger,4.5,1000875
1989,Milt Thompson,4.5,1013021
1921,Max Carey,4.5,1001944
2014,Steve Pearce,4.5,9957
1938,Jeff Heath,4.5,1005560
1964,Carl Yastrzemski,4.5,1014326
1928,Al Simmons,4.5,1011978
2018,Brandon Nimmo,4.5,12927
1907,Topsy Hartsel,4.5,1005464
2000,Johnny Damon,4.5,185
1974,Joe Rudi,4.5,1011283
1918,Max Carey,4.5,1001944
1927,Bibb Falk,4.5,1003911
1888,Tommy McCarthy,4.5,1008379
2000,Geoff Jenkins,4.5,690
1941,Joe Medwick,4.5,1008719
1903,Sam Mertes,4.5,1008794
1934,Heinie Manush,4.5,1008089
2014,Marcell Ozuna,4.5,10324
1975,Richie Zisk,4.5,1014455
1916,Bobby Veach,4.4,1013388
1908,George Stone,4.4,1012564
1996,Jeff Conine,4.4,131
1970,Ken Henderson,4.4,1005634
1980,Jose Cruz,4.4,1002841
1942,Pete Reiser,4.4,1010814
1956,Bob Nieman,4.4,1009587
1971,Billy Williams,4.4,1013975
1990,Kal Daniels,4.4,1002973
2011,Matt Holliday,4.4,1873
2013,Alex Gordon,4.4,5209
1937,John Stone,4.4,1012568
2006,Reed Johnson,4.4,1702
2017,Michael Conforto,4.4,16376
1992,John Kruk,4.4,1007184
1987,Kal Daniels,4.4,1002973
2013,Jayson Werth,4.4,1327
1895,Hugh Duffy,4.4,1003533
1946,Del Ennis,4.4,1003786
2018,Andrew Benintendi,4.4,17901
2002,Pat Burrell,4.4,949
1943,Eric Tipton,4.4,1013080
1921,Bob Meusel,4.4,1008817
1936,Wally Berger,4.4,1000875
1887,Hardy Richardson,4.4,1010909
1953,Gus Zernial,4.4,1014432
1922,Bobby Veach,4.4,1013388
2002,Johnny Damon,4.4,185
1915,Burt Shotton,4.3,1011933
2004,Johnny Damon,4.3,185
1961,Roy Sievers,4.3,1011959
1952,Bobby Thomson,4.3,1013032
1940,Barney McCosky,4.3,1008422
1910,Rube Oldring,4.3,1009764
1964,Jimmie Hall,4.3,1005253
1899,Jimmy Sheckard,4.3,1011843
1914,Joe Jackson,4.3,1006301
1980,Dusty Baker,4.3,1000450
1939,Max West,4.3,1013809
1942,Chet Laabs,4.3,1007229
1963,Tom Tresh,4.3,1013179
1979,Steve Kemp,4.3,1006827
1974,Greg Gross,4.3,1005086
1930,Chick Hafey,4.3,1005191
2000,Bobby Higginson,4.3,469
1923,Joe Harris,4.3,1005421
2008,Josh Hamilton,4.3,1875
1976,Jose Cruz,4.3,1002841
1952,Minnie Minoso,4.3,1008984
1950,Ted Williams,4.3,1014040
2013,Starling Marte,4.3,9241
1884,Pete Browning,4.3,1001554
1924,Ken Williams,4.3,1014012
1930,Lefty O'Doul,4.3,1009734
1915,Les Mann,4.3,1008073
1970,Don Buford,4.3,1001636
1995,Ray Lankford,4.3,1044
1977,Ken Griffey,4.3,1005044
1962,Tony Gonzalez,4.3,1004845
1996,Manny Ramirez,4.3,210
1999,Johnny Damon,4.3,185
1973,Frank Robinson,4.2,1011066
1890,Walt Wilmot,4.2,1014056
1969,Tony Gonzalez,4.2,1004845
1997,Rusty Greer,4.2,1252
1969,Roy White,4.2,1013890
2019,Michael Brantley,4.2,4106
1927,Bob Meusel,4.2,1008817
1890,Jim O'Rourke,4.2,1009839
1973,Dusty Baker,4.2,1000450
1893,Jesse Burkett,4.2,1001682
1901,John Anderson,4.2,1000232
1962,Bob Allison,4.2,1000166
1952,Ralph Kiner,4.2,1006923
1990,Kevin Mitchell,4.2,1009004
1965,Tom Tresh,4.2,1013179
2003,Juan Pierre,4.2,443
1965,Curt Blefary,4.2,1001068
1942,Bob Johnson,4.2,1006428
1986,Kevin McReynolds,4.2,1008690
1994,Kevin Mitchell,4.2,1009004
1932,Joe Vosmik,4.2,1013456
2006,David DeJesus,4.2,1825
1943,Jeff Heath,4.2,1005560
1941,Bob Johnson,4.1,1006428
1980,George Foster,4.1,1004250
1927,Chick Hafey,4.1,1005191
1978,Leon Roberts,4.1,1011040
2002,Adam Dunn,4.1,319
1949,Elmer Valo,4.1,1013335
1970,Alex Johnson,4.1,1006418
1884,Jim O'Rourke,4.1,1009839
2018,Tommy Pham,4.1,2967
1927,Bob Fothergill,4.1,1004261
1944,Dick Wakefield,4.1,1013498
1905,Jimmy Sheckard,4.1,1011843
1898,Fred Clarke,4.1,1002280
1932,Wally Berger,4.1,1000875
1971,Ken Henderson,4.1,1005634
1883,Hardy Richardson,4.1,1010909
1911,Matty McIntyre,4.1,1008573
1889,Hardy Richardson,4.1,1010909
1908,Red Murray,4.1,1009397
1976,Ken Griffey,4.1,1005044
1945,Jeff Heath,4.1,1005560
1927,Alex Metzler,4.1,1008814
1924,Max Carey,4.1,1001944
1910,Frank Schulte,4.1,1011631
1905,Fred Clarke,4.1,1002280
1891,Charlie Duffee,4.1,1003526
1986,Mitch Webster,4.1,1013719
1965,Jimmie Hall,4.1,1005253
1887,Harry Stovey,4.1,1012586
1982,Larry Herndon,4.1,1005717
2014,Christian Yelich,4.1,11477
1979,Gary Roenicke,4.1,1011120
1933,Heinie Manush,4.1,1008089
1962,Tom Tresh,4.1,1013179
1982,John Lowenstein,4.1,1007790
2008,Brian Giles,4.1,990
1969,Cesar Tovar,4.1,1013142
1955,Minnie Minoso,4.1,1008984
2019,Mark Canha,4.1,11445
1979,Gary Matthews,4,1008255
1898,Joe Kelley,4,1006776
1885,Jim O'Rourke,4,1009839
1958,Stan Musial,4,1009405
2017,Brett Gardner,4,9927
1980,Gene Richards,4,1010907
1975,Willie Stargell,4,1012426
1916,Burt Shotton,4,1011933
1962,George Altman,4,1000189
1987,Ivan Calderon,4,1001825
1894,Elmer Smith,4,1012134
2012,Yoenis Cespedes,4,13110
1905,Sam Mertes,4,1008794
1945,Bobby Estalella,4,1003837
1990,Lonnie Smith,4,1012176
1968,Cesar Tovar,4,1013142
1992,Bernard Gilkey,4,1004706
1975,Greg Luzinski,4,1007855
1911,Fred Clarke,4,1002280
1980,Mike Easler,4,1003635
1987,Kirk Gibson,4,1004669
1998,Brian Giles,4,990
2011,Josh Hamilton,4,1875
2001,Ryan Klesko,4,1041
2005,David DeJesus,4,1825
1912,Max Carey,4,1001944
1903,Jimmy Slagle,4,1012048
1988,Kevin McReynolds,4,1008690
1922,Irish Meusel,4,1008818
1898,Jesse Burkett,4,1001682
1924,Bibb Falk,4,1003911
1914,Joe Connolly,4,1002532
1901,Sam Mertes,4,1008794
1898,Kip Selbach,4,1011731
1954,Al Smith,4,1012090
2004,Juan Pierre,4,443
1928,Riggs Stephenson,4,1012500
1943,Dick Wakefield,4,1013498
1963,Frank Robinson,4,1011066
1962,Stan Musial,4,1009405
1984,Mike Easler,4,1003635
2013,Matt Holliday,4,1873
