Name,Team,WAR,playerid
Johnny Vander Meer,CIN,0.1,1013350
Eric Soderholm,MIN,0.1,1012260
Lee Magee,STL,0.1,1007964
Franklin Barreto,OAK,0.1,15519
Garret Anderson,CAL,0.1,2
Frank Ortenzio,KCR,0.1,1009856
Gary Roenicke,MON,0.1,1011120
Coco Crisp,CLE,0.1,1572
Craig Biggio,HOU,0.1,549
Lowell Palmer,PHI,0.1,1009974
Barney Olsen,CHC,0.1,1009788
Eddie Lukon,CIN,0.1,1007828
Bruce Howard,CHW,0.1,1006071
Greg Maddux,CHC,0.1,104
Oscar Tuero,STL,0.1,1013216
Bots Nekola,NYY,0.1,1009495
Catfish Hunter,KCA,0.1,1006199
Rick Reichardt,LAA,0.1,1010791
Richard Urena,TOR,0.1,16411
Joe Boehling,WAS,0.1,1001115
Vic Rodriguez,BAL,0.1,1011116
Tim Hendryx,CLE,0.1,1005645
Daryl Sconiers,CAL,0.1,1011670
Roscoe Coughlin,CHI,0.1,1002672
Bobby Rose,CAL,0.1,1011200
Chick Lathers,DET,0.1,1007374
Billy Williams,CHC,0.1,1013975
Bill Duzen,BUF,0.1,1003604
Frank Whitney,BSN,0.1,1013907
Ellie Rodriguez,NYY,0.1,1011104
CC Sabathia,CLE,0.1,404
Mike Garman,BOS,0.1,1004539
Charlie Harris,BAL,0.1,1005406
Hal Chase,NYH,0.1,1002163
Marv Throneberry,NYY,0.1,1013047
Lonnie Smith,PHI,0.1,1012176
Luis Gomez,MIN,0.1,1004823
Al Epperly,CHC,0.1,1003797
Jack McFetridge,PHI,0.1,1008496
Dick Blaisdell,KCC,0.1,1001034
Mark Davis,- - -,0.1,1003067
Rafael Ortega,COL,0.1,10323
Todd Cruz,PHI,0.1,1002844
Ivan Calderon,SEA,0.1,1001825
Orlando Isales,PHI,0.1,1006282
Eduardo Rodriguez,MIL,0.1,1011102
Billy Pierce,- - -,0.1,1010326
Michael Barrett,MON,0.1,762
Jim Winford,STL,0.1,1014128
Bob Gilks,CLE,0.1,1004707
Frank Baumann,BOS,0.1,1000683
Paul Hopkins,WAS,0.1,1006018
Scott Munninghoff,PHI,0.1,1009324
Darren Dreifort,LAD,0.1,647
Gilberto Rondon,HOU,0.1,1011180
Charlie Fox,NYG,0.1,1004274
Scot Thompson,CHC,0.1,1013025
Larry Bearnarth,NYM,0.1,1000723
Mike Adamson,BAL,0.1,1000058
Mark Belanger,BAL,0.1,1000786
Bud Smith,STL,0.1,1182
Omar Olivares,STL,0.1,1009771
Johnny Mostil,CHW,0.1,1009255
Yorvit Torrealba,SFG,0.1,1135
Tommy Thompson,NYH,0.1,1013028
John Smoltz,ATL,0.1,115
Paul Brown,PHI,0.1,1001553
Jack Farrell,HAR,0.1,1003943
Tyler Clippard,NYY,0.1,5640
Fran Healy,KCR,0.1,1005546
Buddy Carlyle,SDP,0.1,2010
Danny Lynch,CHC,0.1,1007861
Bob Rhoads,CHI,0.1,1010881
Ron Northey,PHI,0.1,1009643
Tom Evans,TOR,0.1,1003871
George Clark,NYY,0.1,1002281
Dave Brain,CHW,0.1,1001335
John Denny,STL,0.1,1003210
Harry Craft,CIN,0.1,1002718
Bert James,STL,0.1,1006341
Carmen Mauro,CHC,0.1,1008280
Gene Martin,WAS,0.1,1008167
Joey Gallo,TEX,0.1,14128
Marc Hill,STL,0.1,1005828
Dutch Leonard,BOS,0.1,1007532
Clarence Stephens,CIN,0.1,1012490
Crese Heismann,- - -,0.1,1005604
Zack Greinke,KCR,0.1,1943
Kiko Garcia,BAL,0.1,1004502
Tod Sloan,SLB,0.1,1012067
Benji Gil,TEX,0.1,14
Dave Hansen,LAD,0.1,1403
Jim Crawford,HOU,0.1,1002742
Danny Bautista,DET,0.1,47
Rodolfo Castro,PIT,0.1,21987
Smoky Burgess,CHC,0.1,1001665
Jimmy Hudgens,- - -,0.1,1006130
Hooks Dauss,DET,0.1,1003011
Ed Murphy,PHI,0.1,1009360
Dave LaRoche,CAL,0.1,1007354
Nick Altrock,LOU,0.1,1000191
Steve Biras,CLE,0.1,1000974
Greg Reynolds,COL,0.1,5712
Kyle Lohse,MIN,0.1,739
Charlie Mead,NYG,0.1,1008703
Craig Reynolds,PIT,0.1,1010867
Hardin Cathey,WAS,0.1,1002081
Gordon Rhodes,NYY,0.1,1010885
Clarence Mitchell,DET,0.1,1008998
Blackie Schwamb,SLB,0.1,1011656
Frank McCarton,MID,0.1,1008369
Bill Stafford,NYY,0.1,1012375
Earl Grace,CHC,0.1,1004912
Kenley Jansen,LAD,0.1,3096
Jim Peterson,PHA,0.1,1010231
Eddie Cicotte,DET,0.1,1002236
John Monroe,- - -,0.1,1009056
Ron Jackson,CHW,0.1,1006309
Jay Schlueter,HOU,0.1,1011570
Don Landrum,PHI,0.1,1007299
Jerry Lynn,WAS,0.1,1007873
Pat Veltman,- - -,0.1,1013400
Hal Kelleher,PHI,0.1,1006774
Ed Romero,MIL,0.1,1011171
Pablo Lopez,MIA,0.1,17085
Charlie Daniels,BSU,0.1,1002969
Hack Miller,BRO,0.1,1008899
Johnny Hopp,STL,0.1,1006022
John Doherty,CAL,0.1,1003357
Pi Schwert,NYY,0.1,1011663
Harry Hoch,PHI,0.1,1005873
Kyle Kendrick,PHI,0.1,6230
Charlie Parsons,BSN,0.1,1010028
Jim Brown,STL,0.1,1001527
Craig Anderson,STL,0.1,1000221
Oswaldo Navarro,SEA,0.1,3868
Ben Oglivie,BOS,0.1,1009746
Jason Isringhausen,NYM,0.1,1158
Mario Soto,CIN,0.1,1012289
Ellis Burton,STL,0.1,1001736
Caleb Ferguson,LAD,0.1,19349
Fred Cambria,PIT,0.1,1001857
Mike Joyce,CHW,0.1,1006636
Albert Belle,CLE,0.1,1000802
Ronald Torreyes,LAD,0.1,11400
Johnson Fry,CLE,0.1,1004380
Bill Fahey,WAS,0.1,1003897
Don Demeter,BRO,0.1,1003193
Sam Jones,CLE,0.1,1006589
Ed Spurney,PIT,0.1,1012370
Jack Boyle,PHI,0.1,1001290
Henry Smoyer,SLB,0.1,1012221
Ed Bailey,CIN,0.1,1000421
Morris Nettles,CAL,0.1,1009519
Mike Schmidt,PHI,0.1,1011586
Julio Urias,LAD,0.1,14765
Mike Caldwell,SDP,0.1,1001830
Dick Niehaus,STL,0.1,1009580
Johnny Schmitz,CHC,0.1,1011585
Nelson Simmons,DET,0.1,1011984
Grover Powell,NYM,0.1,1010485
Frank Gilhooley,- - -,0.1,1004705
Mike Hampton,HOU,0.1,430
Don Buschhorn,KCA,0.1,1001746
Ray Corbin,MIN,0.1,1002614
Ken Landreaux,CAL,0.1,1007303
Willie Greene,CIN,0.1,1005015
Pete Koegel,MIL,0.1,1007072
John Barthold,PHA,0.1,1000624
Orval Grove,CHW,0.1,1005100
Tim Flood,STL,0.1,1004166
Joey Nation,CHC,0.1,1009462
Mark Bellhorn,OAK,0.1,264
Boob Fowler,CIN,0.1,1004269
Aurelio Monteagudo,- - -,0.1,1009063
Hal Lanier,SFG,0.1,1007324
Gene Garber,PIT,0.1,1004493
Chick Hafey,STL,0.1,1005191
Erv Palica,BRO,0.1,1009967
Devon White,CAL,0.1,1013862
Billy Clingman,- - -,0.1,1002356
Ferdie Schupp,NYG,0.1,1011649
Joel Skinner,CHW,0.1,1012039
Chris Brown,SFG,0.1,1001503
Lon Warneke,CHC,0.1,1013637
Rubby de la Rosa,LAD,0.1,3862
Roy Gleason,LAD,0.1,1004771
Al Bridwell,- - -,0.1,1001422
Bill Gullickson,MON,0.1,1005136
Jorge Orta,CHW,0.1,1009853
John Young,DET,0.1,1014382
William Contreras,ATL,0.1,20503
Ray Dobens,BOS,0.1,1003341
Hod Kibbie,BSN,0.1,1006888
Spades Wood,PIT,0.1,1014241
Hank Riebe,DET,0.1,1010951
Ray Jansen,SLB,0.1,1006359
Matt Kilroy,BAL,0.1,1006910
Allie Watt,WAS,0.1,1013683
Archie Reynolds,CHC,0.1,1010861
Joe Wieland,SDP,0.1,6109
Dave Williams,BOS,0.1,1013983
Hal Schumacher,NYG,0.1,1011648
Uel Eubanks,CHC,0.1,1003851
Jerry Harrington,CIN,0.1,1005418
Gary Gaetti,MIN,0.1,1004422
Dennis Santana,LAD,0.1,17878
Charley Suche,CLE,0.1,1012665
Harvey Bailey,BSN,0.1,1000424
Lynn McGlothen,BOS,0.1,1008534
Foghorn Bradley,BSN,0.1,1001305
Eddie Tiemeyer,CIN,0.1,1013059
Rio Ruiz,ATL,0.1,14103
Rene Monteagudo,WAS,0.1,1009067
Didi Gregorius,CIN,0.1,6012
Monroe Mitchell,WAS,0.1,1009008
Kirtley Baker,PIT,0.1,1000462
Ike Powers,PHA,0.1,1010498
Bunny Hearn,- - -,0.1,1005551
Jody Lansford,SDP,0.1,1007332
Bill Hayes,CHC,0.1,1005524
Walt Meinert,SLB,0.1,1008732
Hezekiah Allen,PHI,0.1,1000144
Joe Sparma,DET,0.1,1012307
Len Lovett,- - -,0.1,1007777
George Boehler,DET,0.1,1001114
Red Lucas,- - -,0.1,1007808
Yo-Yo Davalillo,WAS,0.1,1003013
Mike Bell,ATL,0.1,1000816
Jim Small,- - -,0.1,1012075
Jarrod Parker,ARI,0.1,4913
Hooks Cotter,CHC,0.1,1002661
Barry McCormick,- - -,0.1,1008410
Art Phelan,CIN,0.1,1010272
Willie Jones,PHI,0.1,1006601
Frank Griffith,- - -,0.1,1005041
Willie Stargell,PIT,0.1,1012426
Blue Moon Odom,KCA,0.1,1009726
Marty Martinez,MIN,0.1,1008181
Bill Patton,PHA,0.1,1010075
Mike Konnick,CIN,0.1,1007096
Walt Streuli,DET,0.1,1012611
Jose Devers,MIA,0.1,20540
Scott Olsen,FLA,0.1,4529
Red Barnes,WAS,0.1,1000570
Doc Bass,BSN,0.1,1000642
Jaime Garcia,STL,0.1,8137
Lefty Herring,WAS,0.1,1005729
Dennis Powell,LAD,0.1,1010484
Tom Zachary,PHA,0.1,1014405
Rube Parnham,PHA,0.1,1010018
Mike Lum,ATL,0.1,1007831
Ralph Caldwell,PHI,0.1,1001831
Bill Snyder,WAS,0.1,1012240
Paul Ratliff,MIN,0.1,1010712
Scott Scudder,CIN,0.1,1011699
Keibert Ruiz,LAD,0.1,19610
Rob Ducey,TOR,0.1,1003520
Johnny Berger,PHA,0.1,1000872
Fred Caligiuri,PHA,0.1,1001836
Paul Pettit,PIT,0.1,1010254
Elmer Leonard,PHA,0.1,1007534
Trevor Wilson,SFG,0.1,1014109
Al McCauley,IND,0.1,1008384
Sandy Amoros,BRO,0.1,1000212
Jack Fournier,CHW,0.1,1004264
Ted Tappe,CIN,0.1,1012827
Waddy Macphee,NYG,0.1,1007934
Dave Black,CWH,0.1,1001009
Swede Risberg,CHW,0.1,1010984
Watty Clark,CLE,0.1,1002315
Logan Allen,- - -,0.1,18555
Gene Conley,BSN,0.1,1002507
Curly Ogden,PHA,0.1,1009742
Tom Prince,PIT,0.1,747
Mort Flohr,PHA,0.1,1004164
George Susce,PHI,0.1,1012730
Randy Gumpert,PHA,0.1,1005143
Joe Burns,CIN,0.1,1001713
Alex Jones,- - -,0.1,1006523
Felix Heredia,FLA,0.1,1304
Willard Mains,- - -,0.1,1008001
Don Carrithers,SFG,0.1,1001992
Jack Cronin,BRO,0.1,1002794
Red Peery,BSN,0.1,1010126
Mario Picone,NYG,0.1,1010321
Rick Dempsey,MIN,0.1,1003203
Alta Cohen,BRO,0.1,1002399
Hobie Landrith,CIN,0.1,1007300
Dan O'Leary,PRO,0.1,1009766
Zeke Rosebraugh,PIT,0.1,1011202
Tad Quinn,PHA,0.1,1010611
Gavin Cecchini,NYM,0.1,17005
Toby Lyons,SYR,0.1,1007889
Dick Selma,NYM,0.1,1011737
Fred Goldsmith,NHE,0.1,1004808
Franklin Morales,COL,0.1,5088
Randy Lerch,PHI,0.1,1007551
Blas Monaco,CLE,0.1,1009045
John Fluhrer,CHC,0.1,1004179
Ray Knode,CLE,0.1,1007046
Hal Bevan,- - -,0.1,1000936
Jesse Levan,PHI,0.1,1007563
Tug McGraw,NYM,0.1,1008545
Jack Harper,- - -,0.1,1005380
Ed McFarland,- - -,0.1,1008491
Eury Perez,WSN,0.1,10299
Ernie Vick,STL,0.1,1013421
Tommy Heath,SLB,0.1,1005567
Sam Bohne,STL,0.1,1001130
Doc McMahon,BOS,0.1,1008628
Tom Quinlan,TOR,0.1,1010602
Sparky Lyle,BOS,0.1,1007859
Francisco Liriano,MIN,0.1,3201
John Rainey,NYG,0.1,1010655
Ranger Suarez,PHI,0.1,17277
Bevo LeBourveau,PHI,0.1,1007441
Don Sutton,LAD,0.1,1012745
Jack Bracken,CLE,0.1,1001295
Joe Giannini,BOS,0.1,1004655
Wayland Dean,NYG,0.1,1003112
John Slappey,PHA,0.1,1012053
Lester Dole,NHE,0.1,1003365
Eddie Higgins,STL,0.1,1005789
Carlos Garcia,PIT,0.1,1004496
Ralph Comstock,DET,0.1,1002492
Omar Vizquel,SEA,0.1,411
Carlos Martinez,STL,0.1,11682
Terry Turner,PIT,0.1,1013233
Jahmai Jones,LAA,0.1,18872
Marv Staehle,CHW,0.1,1012374
Bert Conn,PHI,0.1,1002514
Ron Oester,CIN,0.1,1009739
Tomas Perez,TOR,0.1,965
Tex Jeanes,CLE,0.1,1006375
Chief Chouneau,CHW,0.1,1002206
Ralph Garr,ATL,0.1,1004554
Will Smalley,- - -,0.1,1012080
Jeff DeWillis,TOR,0.1,1003258
Michael Cuddyer,MIN,0.1,1534
Steve Cooke,PIT,0.1,1002570
Mike McQueen,ATL,0.1,1008680
Brian Milner,TOR,0.1,1008963
Tom Carroll,- - -,0.1,1002006
Steve Lawson,TEX,0.1,1007407
Don Dillard,CLE,0.1,1003297
Butch Sutcliffe,BSN,0.1,1012733
Jose Berrios,MIN,0.1,14168
Hal Schwenk,SLB,0.1,1011662
Miguel Garcia,PIT,0.1,1004506
Mutt Williams,WAS,0.1,1014026
Al Wright,BSN,0.1,1014269
Ralph Michaels,CHC,0.1,1008840
Carlos Castillo,CHW,0.1,1002060
Sam Nahem,BRO,0.1,1009441
Pete Schourek,NYM,0.1,1011608
Mark Wagner,DET,0.1,1013488
Juan Rincon,MIN,0.1,752
Tony Robello,CIN,0.1,1011020
Fletcher Low,BSN,0.1,1007792
Duke Farrell,CHI,0.1,1003942
Franklin Gutierrez,CLE,0.1,3255
Charlie Dewald,CLI,0.1,1003256
Lefty Russell,PHA,0.1,1011318
Dave Gray,BOS,0.1,1004966
Pepper Peploski,DET,0.1,1010169
Fritz Scheeren,PIT,0.1,1011531
T.J. Tucker,MON,0.1,800
Randy Byers,SDP,0.1,1001792
Vicente Padilla,ARI,0.1,964
Alex Konikowski,NYG,0.1,1007095
George Mogridge,CHW,0.1,1009029
Bill Short,NYY,0.1,1011929
Bud Swartz,SLB,0.1,1012764
Dan Schatzeder,MON,0.1,1011527
Anthony Santander,BAL,0.1,14551
Rupe Toppin,KCA,0.1,1013122
Tom Hughes,NYH,0.1,1006164
Stump Edington,PIT,0.1,1003674
Claude Crocker,BRO,0.1,1002781
Dale Jones,PHI,0.1,1006545
Tommy Boggs,ATL,0.1,1001123
Ad Brennan,PHI,0.1,1001387
Harry Wolter,- - -,0.1,1014200
Whitey Ford,NYY,0.1,1004227
Ed Putman,CHC,0.1,1010576
Dan Brouthers,TRO,0.1,1001486
Jack Cust,ARI,0.1,1564
Rafael Novoa,SFG,0.1,1009654
Mat Gamel,MIL,0.1,4034
Howard McGraner,CIN,0.1,1008541
Johnny Welch,CHC,0.1,1013756
Gene Dale,STL,0.1,1002938
Bill Peterman,PHI,0.1,1010221
Adrian Devine,ATL,0.1,1003243
Bobby Mattick,CHC,0.1,1008260
Duffy Dyer,NYM,0.1,1003613
Sam Narron,STL,0.1,1009454
John Ryan Murphy,NYY,0.1,10346
Joe Bowman,PHA,0.1,1001269
Charlie Becker,WAS,0.1,1000742
Pete Rambo,PHI,0.1,1010666
Mike Colangelo,ANA,0.1,907
Jason Schmidt,ATL,0.1,1131
Steve Lomasney,BOS,0.1,1007717
Bill Morrisette,PHA,0.1,1009199
Homer Bailey,CIN,0.1,8362
Nomar Garciaparra,BOS,0.1,190
Joe Bush,PHA,0.1,1001754
Ken Chase,WAS,0.1,1002164
Bill Wagner,PIT,0.1,1013477
Frank Trechock,WAS,0.1,1013172
Ted Goulait,NYG,0.1,1004899
Billy Meyer,CHW,0.1,1008820
Eddie Grant,CLE,0.1,1004946
Jaret Wright,CLE,0.1,415
Dave Philley,CHW,0.1,1010285
Jim Holloway,PHI,0.1,1005965
Dick Bosman,WAS,0.1,1001215
Dick Weik,- - -,0.1,1013734
Chuck Tompkins,CIN,0.1,1013113
Glenn Hubbard,ATL,0.1,1006120
Mose Solomon,NYG,0.1,1012269
Bruce Hartford,CLE,0.1,1005444
Robbie Ray,DET,0.1,11486
Dan Bickham,CIN,0.1,1000948
Bob Oliver,PIT,0.1,1009774
Mack Burk,PHI,0.1,1001694
Frank Mack,CHW,0.1,1007920
Bert Pena,HOU,0.1,1010142
Walt Goldsby,- - -,0.0,1004814
Hal Leathers,CHC,0.0,1007439
Randall Simon,ATL,0.0,497
Matt Ford,MIL,0.0,1674
Rich Hunter,PHI,0.0,1006206
Earle Mack,PHA,0.0,1007916
Billy Consolo,BOS,0.0,1002545
Marty Keough,BOS,0.0,1006857
Charlie Snell,SLB,0.0,1012227
Xavier Nady,SDP,0.0,1658
Fred Nicholson,DET,0.0,1009562
Rod Beck,SFG,0.0,1730
Bob Wellman,PHA,0.0,1013764
Red Wilson,CHW,0.0,1014102
Al Burris,PHI,0.0,1001726
Leonidas Lee,STL,0.0,1007457
Herm Malloy,DET,0.0,1008028
Jose Garcia,FLA,0.0,3727
Sam Mayer,WAS,0.0,1008298
Red Lanning,PHA,0.0,1007329
Royce Clayton,SFG,0.0,226
Drew Storen,WSN,0.0,6983
Eddie Dyer,STL,0.0,1003614
Darren Daulton,PHI,0.0,1003010
Rich Sauveur,PIT,0.0,1011465
Hayden Penn,BAL,0.0,4893
Jay Baller,PHI,0.0,1000492
John Russell,BRO,0.0,1011316
Noah Lowry,SFG,0.0,1833
Tony Mullane,DET,0.0,1009291
Eric Hurley,TEX,0.0,8364
Hal Naragon,CLE,0.0,1009449
Roger Hambright,NYY,0.0,1005266
Bill Fincher,SLB,0.0,1004048
Walter Anderson,PHA,0.0,1000245
Sergio Mitre,CHC,0.0,1773
Jason Garcia,BAL,0.0,12143
Jim Ellis,CHC,0.0,1003749
Jackie Gallagher,CLE,0.0,1004452
Ty Pickup,PHI,0.0,1010319
Omar Daal,LAD,0.0,646
Rick Porcello,DET,0.0,2717
Frank Howard,LAD,0.0,1006080
Jack Flaherty,STL,0.0,17479
Juan Brito,KCR,0.0,592
Leo Kavanagh,CWH,0.0,1006721
Highball Wilson,CLE,0.0,1014085
Edwin Jackson,- - -,0.0,1841
Mario Feliciano,MIL,0.0,20263
Don Schulze,CHC,0.0,1011629
Steve Busby,KCR,0.0,1001745
Bill Bordley,SFG,0.0,1001200
Manny Seoane,PHI,0.0,1011749
Bruce Kison,PIT,0.0,1006978
Chick Autry,NYY,0.0,1000377
Al Neiger,PHI,0.0,1009488
Laynce Nix,TEX,0.0,1766
Milt Scott,CHI,0.0,1011689
Floyd Weaver,CLE,0.0,1013697
Jhonny Peralta,CLE,0.0,1738
Jim McLeod,WAS,0.0,1008624
Red Sheridan,BRO,0.0,1011873
Bob Christian,DET,0.0,1002208
Dad Meek,STL,0.0,1008722
Morrie Rath,PHA,0.0,1010709
Dick Rand,STL,0.0,1010692
Larry Battam,NYG,0.0,1000669
Wayne Redmond,DET,0.0,1010757
Jimmy Bannon,STL,0.0,1000518
Carney Flynn,- - -,0.0,1004180
Pat Combs,PHI,0.0,1002480
Pinky Higgins,PHA,0.0,1005793
Ed Swartwood,BUF,0.0,1012766
Graig Nettles,MIN,0.0,1009517
Wally Kimmick,STL,0.0,1006919
Axel Lindstrom,PHA,0.0,1007625
Jim Brady,DET,0.0,1001327
Dick Siebert,BRO,0.0,1011948
Karl Adams,CIN,0.0,1000057
Paul O'Neill,CIN,0.0,1009818
Brad Keller,KCR,0.0,15734
John Roper,CIN,0.0,1011189
Slim Embrey,CHW,0.0,1003764
Alberto Lois,PIT,0.0,1007710
Hank Johnson,NYY,0.0,1006461
Jim Dunegan,CHC,0.0,1003560
Jesus de la Rosa,HOU,0.0,1003166
Don Rader,CHW,0.0,1010637
Dan Reichert,KCR,0.0,624
Jack Gilbert,- - -,0.0,1004690
Frank Wyman,- - -,0.0,1014307
Jim Goodwin,CHW,0.0,1004866
Bobby Bolin,SFG,0.0,1001146
Johnny Stuart,STL,0.0,1012640
Jack Conway,CLE,0.0,1002553
Lefty Lorenzen,DET,0.0,1007762
Manny Trillo,OAK,0.0,1013184
Ira Hutchinson,CHW,0.0,1006239
Milt Wilcox,- - -,0.0,1013939
John Dopson,MON,0.0,1003404
Mike Shea,CIN,0.0,1011834
Sidney Ponson,BAL,0.0,161
Harvey Grubb,CLE,0.0,1005102
Cam Carreon,CHW,0.0,1001988
Arlie Pond,BAL,0.0,1010430
Herm Winningham,NYM,0.0,1014139
Fred Van Dusen,PHI,0.0,1013351
Jim Murray,BRO,0.0,1009390
Hutch Campbell,PIT,0.0,1001880
Avisail Garcia,- - -,0.0,5760
Dave Robertson,NYG,0.0,1011027
Lew Krausse,PHA,0.0,1007145
Bob Kearney,SFG,0.0,1006728
Luis Avilan,ATL,0.0,2882
Pedro Lopez,CHW,0.0,3207
Ryan Klesko,ATL,0.0,1041
George Boone,LOU,0.0,1001186
Phenomenal Smith,- - -,0.0,1012192
Steve Trachsel,CHC,0.0,898
Rick Bladt,CHC,0.0,1001024
Bill Lohrman,PHI,0.0,1007709
Casey Kelly,SDP,0.0,9174
Will Thompson,PIT,0.0,1013031
Jim Begley,CIN,0.0,1000779
Jim Jones,LOU,0.0,1006568
Roy Parmelee,NYG,0.0,1010016
Jordan Lyles,HOU,0.0,7593
Ed Hug,BRO,0.0,1006147
Jimmy Pattison,BRO,0.0,1010073
Cal Vasbinder,CLE,0.0,1013374
Tom Colcolough,PIT,0.0,1002410
Jack Little,NYH,0.0,1007663
Bob Rothel,CLE,0.0,1011240
Rinaldo Williams,BKF,0.0,1014034
Russ Meyer,CHC,0.0,1008833
Jim Gray,PIT,0.0,1004972
Gavin Lux,LAD,0.0,19955
Lou Fiene,CHW,0.0,1004031
George Shears,NYH,0.0,1011838
Gary Kroll,NYM,0.0,1007171
Larry Johnson,CLE,0.0,1006480
Bob Repass,STL,0.0,1010839
Jonathan Arauz,BOS,0.0,20275
Bill McClellan,CHI,0.0,1008391
John Vukovich,PHI,0.0,1013463
Phil Routcliffe,PIT,0.0,1011248
Mike Grace,CIN,0.0,1004914
Junior Thompson,CIN,0.0,1013017
Shairon Martis,WSN,0.0,6781
Kitty Brashear,LOU,0.0,1001361
John Warner,- - -,0.0,1013636
Lee Richmond,BSN,0.0,1010928
Al Cuccinello,NYG,0.0,1002847
Tal Abernathy,PHA,0.0,1000019
Bobby Abreu,HOU,0.0,945
Cole Hamels,PHI,0.0,4972
Hal Keller,WAS,0.0,1006775
Troy Patton,HOU,0.0,8368
Tyler Mahle,CIN,0.0,16358
Ed Gerner,CIN,0.0,1004638
Mike Kilroy,- - -,0.0,1006911
Frank Madden,PRB,0.0,1007940
Bill Almon,SDP,0.0,1000174
Fred Holdsworth,DET,0.0,1005944
Lem Cross,CIN,0.0,1002809
Merandy Gonzalez,MIA,0.0,17313
Charlie Hough,LAD,0.0,1006050
Lucas Giolito,- - -,0.0,15474
Eduardo Escobar,CHW,0.0,6153
Ubaldo Jimenez,COL,0.0,3374
Gordon McNaughton,BOS,0.0,1008663
Ken Hunt,CIN,0.0,1006210
Jimy Williams,STL,0.0,1014007
Rogers McKee,PHI,0.0,1008587
Dave Chalk,CAL,0.0,1002114
Ty Cline,CLE,0.0,1002355
Bucky Veil,PIT,0.0,1013395
John Stearns,PHI,0.0,1012446
Dave Downs,PHI,0.0,1003452
Sy Sutcliffe,CHI,0.0,1012735
Charlie Dorman,CHW,0.0,1003412
Freddy Garcia,SEA,0.0,1077
Kim Andrew,BOS,0.0,1000257
Mike Thompson,WAS,0.0,1013020
Al Milnar,CLE,0.0,1008962
Ben Rochefort,PHA,0.0,1011087
Dean Sturgis,PHA,0.0,1012656
Bill Stellbauer,PHA,0.0,1012476
Bill Forman,WAS,0.0,1004231
Bill Pulsipher,NYM,0.0,842
Rick Auerbach,MIL,0.0,1000362
Johnny Watson,DET,0.0,1013679
Milo Allison,CHC,0.0,1000170
Sam Lanford,WAS,0.0,1007311
Owen Friend,SLB,0.0,1004358
Rube Bressler,- - -,0.0,1001398
George Gerberman,CHC,0.0,1004626
Larry Kopf,CLE,0.0,1007105
Edgar Gonzalez,ARI,0.0,1727
Jonathan Broxton,LAD,0.0,4759
Jim Sadowski,PIT,0.0,1011365
Harry Parker,STL,0.0,1010003
Jim Nelson,PIT,0.0,1009503
Larry Hoffman,CHI,0.0,1005911
Mike Loan,PHI,0.0,1007682
Matt Wisler,ATL,0.0,12804
Slim Love,WAS,0.0,1007775
Charlie Gehringer,DET,0.0,1004596
Bill Oster,PHA,0.0,1009881
Bill Connelly,PHA,0.0,1002515
Jesus Alou,SFG,0.0,1000178
Sandy Ullrich,WAS,0.0,1013272
Ossie Vitt,DET,0.0,1013444
Chris Flexen,NYM,0.0,13896
Tom Lee,- - -,0.0,1007469
Art Schwind,BSN,0.0,1011665
Myron White,LAD,0.0,1013889
Abie Hood,BSN,0.0,1005993
Charlie Young,BAL,0.0,1014365
Mike Pasquella,- - -,0.0,1010045
Lee Griffeth,PHA,0.0,1005045
Bill Rodgers,PIT,0.0,1011097
Will White,BSN,0.0,1013897
Carlos Hernandez,HOU,0.0,560
Joe Rickert,PIT,0.0,1010937
Dave Skaugstad,CIN,0.0,1012031
Dave Wright,- - -,0.0,1014274
Marv Peasley,DET,0.0,1010112
Eddie Hogan,STL,0.0,1005918
Michael Reed,MIL,0.0,13228
Jim Beckman,CIN,0.0,1000756
Joe Schultz,- - -,0.0,1011639
Woodie Held,NYY,0.0,1005609
Sean O'Sullivan,- - -,0.0,9137
Grover Hartley,NYG,0.0,1005450
Eppie Barnes,PIT,0.0,1000562
Floyd Bannister,HOU,0.0,1000516
Jim Brewer,CHC,0.0,1001406
Katsy Keifer,IND,0.0,1006762
Denny Sullivan,- - -,0.0,1012688
Bob Weiland,CHW,0.0,1013735
Joe Kennedy,TBD,0.0,1217
Floyd Stromme,CLE,0.0,1012628
Angel Sanchez,KCR,0.0,3492
Ted Lyons,CHW,0.0,1007887
William Pierson,PHA,0.0,1010341
Andy Machado,PHI,0.0,1853
Conor Gillaspie,SFG,0.0,9009
Tex Clevenger,BOS,0.0,1002348
Wally Ritchie,PHI,0.0,1010989
Gid Gardner,- - -,0.0,1004523
Matt Capps,PIT,0.0,4788
Loren Bain,NYG,0.0,1000435
Cole Tucker,PIT,0.0,17326
Julie Freeman,STL,0.0,1004323
Elmer Rieger,STL,0.0,1010952
Andy Sullivan,BSN,0.0,1012680
Tony Ghelfi,PHI,0.0,1004653
Hal McClure,BSN,0.0,1008401
Brook Jacoby,ATL,0.0,1006318
Al Mahon,PHA,0.0,1007989
Bob Welch,LAD,0.0,1013750
Tim Wallach,MON,0.0,1013554
Gene Wright,BRO,0.0,1014278
Bernie Henderson,CLE,0.0,1005628
Rob Whalen,ATL,0.0,14165
Mike Stanton,HOU,0.0,1012421
Joe Quest,CLE,0.0,1010594
Bob Allen,PHI,0.0,1000135
Ed Linke,WAS,0.0,1007637
Phil Gagliano,STL,0.0,1004425
Tim Griesenbeck,STL,0.0,1005034
Kid Willson,CHW,0.0,1014052
Frank Thomas,PIT,0.0,1012976
