Date,Team,Opp,GS,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,GSv2
7/9/2014,Detroit Tigers,LAD,1,1,0,1.29,1,1,0,0,0,0,0,7,26,4,1,1,1,2,0,0,0,0,7,65
7/3/2014,Detroit Tigers,TBR,1,1,0,1.13,1,1,0,0,0,0,0,8,27,2,1,1,0,1,0,0,0,0,7,83
6/28/2014,Detroit Tigers,HOU,1,0,0,2.57,1,1,0,0,0,0,0,7,28,7,2,2,0,1,0,0,0,0,13,70
6/22/2014,Detroit Tigers,CLE,1,1,0,1.5,1,1,0,0,0,0,0,6,26,6,1,1,0,2,0,0,0,0,8,62
6/17/2014,Detroit Tigers,KCR,1,0,1,22.5,1,1,0,0,0,0,0,4,24,10,10,10,2,1,0,1,0,0,5,2
6/12/2014,Detroit Tigers,CHW,1,1,0,0,1,1,1,1,0,0,0,9,34,3,0,0,0,3,0,0,0,0,8,87
6/7/2014,Detroit Tigers,BOS,1,1,0,5.4,1,1,0,0,0,0,0,6.2,31,11,4,4,1,1,0,0,0,0,9,44
6/1/2014,Detroit Tigers,SEA,1,0,1,5.4,1,1,0,0,0,0,0,6.2,27,9,4,4,1,0,0,0,0,0,7,48
5/27/2014,Detroit Tigers,OAK,1,0,0,7.5,1,1,0,0,0,0,0,6,28,8,5,5,1,2,0,1,0,1,4,36
5/21/2014,Detroit Tigers,CLE,1,0,0,9,1,1,0,0,0,0,0,7,34,12,7,7,1,2,0,0,2,0,5,29
5/16/2014,Detroit Tigers,BOS,1,1,0,0,1,1,0,0,0,0,0,6,23,3,0,0,0,4,1,0,0,0,7,66
5/10/2014,Detroit Tigers,MIN,1,1,0,4.5,1,1,0,0,0,0,0,6,27,5,3,3,1,4,0,0,1,0,6,46
5/5/2014,Detroit Tigers,HOU,1,1,0,0,1,1,0,0,0,0,0,8,28,3,0,0,0,1,0,1,0,0,9,86
4/30/2014,Detroit Tigers,CHW,1,1,0,0,1,1,0,0,0,0,0,6,25,4,0,0,0,3,0,0,0,0,7,66
4/24/2014,Detroit Tigers,CHW,1,1,0,3,1,1,0,0,0,0,0,6,26,7,2,2,1,1,0,0,0,0,10,55
4/19/2014,Detroit Tigers,LAA,1,1,0,1.29,1,1,0,0,0,0,0,7,25,3,1,1,1,2,0,0,0,0,9,69
4/13/2014,Detroit Tigers,SDP,1,0,1,7.2,1,1,0,0,0,0,0,5,23,4,4,4,1,3,0,0,1,0,10,45
4/8/2014,Detroit Tigers,LAD,1,0,0,2.57,1,1,0,0,0,0,0,7,28,8,2,2,1,1,0,0,0,0,8,57
4/2/2014,Detroit Tigers,KCR,1,0,0,0,1,1,0,0,0,0,0,8,27,4,0,0,0,1,0,0,0,0,7,82
9/25/2013,Detroit Tigers,MIN,1,1,0,0,1,1,0,0,0,0,0,7,28,2,0,0,0,6,0,0,1,0,10,75
9/20/2013,Detroit Tigers,CHW,1,1,0,4.5,1,1,0,0,0,0,0,6,25,6,3,3,1,1,0,0,1,0,3,49
9/15/2013,Detroit Tigers,KCR,1,0,0,1.29,1,1,0,0,0,0,0,7,26,5,1,1,1,1,0,0,0,0,12,72
9/9/2013,Detroit Tigers,CHW,1,0,1,9,1,1,0,0,0,0,0,4,19,6,5,4,0,2,0,0,0,0,6,38
9/3/2013,Detroit Tigers,BOS,1,0,1,2.57,1,1,0,0,0,0,0,7,30,5,2,2,0,3,0,1,0,0,8,67
8/29/2013,Detroit Tigers,OAK,1,0,0,9,1,1,0,0,0,0,0,5,24,8,6,5,2,1,0,0,0,0,5,26
8/24/2013,Detroit Tigers,NYM,1,1,0,0,1,1,0,0,0,0,0,6,25,3,0,0,0,4,0,0,0,0,11,72
8/18/2013,Detroit Tigers,KCR,1,1,0,2.25,1,1,0,0,0,0,0,8,29,5,2,2,0,0,0,0,0,0,4,75
8/13/2013,Detroit Tigers,CHW,1,0,0,3,1,1,0,0,0,0,0,6,25,4,3,2,0,3,0,1,1,0,6,58
8/8/2013,Detroit Tigers,CLE,1,1,0,2.57,1,1,0,0,0,0,0,7,26,4,2,2,0,1,0,0,0,0,5,70
8/3/2013,Detroit Tigers,CHW,1,1,0,0,1,1,0,0,0,0,0,7.2,28,3,0,0,0,3,0,0,0,0,6,79
7/27/2013,Detroit Tigers,PHI,1,1,0,0,1,1,0,0,0,0,0,6,19,1,0,0,0,0,0,0,0,0,7,80
7/22/2013,Detroit Tigers,CHW,1,1,0,2.25,1,1,0,0,0,0,0,8,27,4,2,2,2,0,0,0,0,0,5,66
7/13/2013,Detroit Tigers,TEX,1,0,1,6,1,1,0,0,0,0,0,6,28,8,4,4,1,2,0,0,0,0,6,43
7/8/2013,Detroit Tigers,CLE,1,0,0,2.57,1,1,0,0,0,0,0,7,30,7,2,2,0,3,0,0,1,0,7,62
7/3/2013,Detroit Tigers,TOR,1,1,0,2.84,1,1,0,0,0,0,0,6.1,27,7,2,2,0,1,0,1,0,0,8,63
6/28/2013,Detroit Tigers,TBR,1,1,0,3.86,1,1,0,0,0,0,0,7,26,4,3,3,2,1,0,0,0,0,9,59
6/22/2013,Detroit Tigers,BOS,1,1,0,2.57,1,1,0,0,0,0,0,7,25,6,2,2,1,0,0,0,0,0,6,63
6/17/2013,Detroit Tigers,BAL,1,1,0,1.5,1,1,0,0,0,0,0,6,27,7,1,1,1,2,0,0,0,0,10,58
6/11/2013,Detroit Tigers,KCR,1,1,0,2.57,1,1,0,0,0,0,0,7,25,3,2,2,1,2,0,0,0,0,6,65
6/6/2013,Detroit Tigers,TBR,1,1,0,1.29,1,1,0,0,0,0,0,7,27,4,1,1,0,2,0,0,0,0,9,75
5/31/2013,Detroit Tigers,BAL,1,0,0,3.38,1,1,0,0,0,0,0,8,29,3,3,3,1,2,0,0,0,0,10,72
5/26/2013,Detroit Tigers,MIN,1,1,0,1.5,1,1,0,0,0,0,0,6,25,3,1,1,0,3,0,0,0,0,6,66
5/21/2013,Detroit Tigers,CLE,1,1,0,1.13,1,1,0,0,0,0,0,8,27,2,1,1,0,1,0,0,0,0,7,85
5/15/2013,Detroit Tigers,HOU,1,0,0,6.43,1,1,0,0,0,0,0,7,26,5,5,5,2,3,0,0,0,1,7,45
5/10/2013,Detroit Tigers,CLE,1,1,0,4.5,1,1,0,0,0,0,0,8,29,5,4,4,0,0,0,0,0,0,7,72
5/4/2013,Detroit Tigers,HOU,1,1,0,1.13,1,1,0,0,0,0,0,8,27,3,1,1,1,2,0,0,1,0,8,76
4/29/2013,Detroit Tigers,MIN,1,1,0,3.68,1,1,0,0,0,0,0,7.1,28,6,3,3,1,0,0,0,1,0,10,66
4/24/2013,Detroit Tigers,KCR,1,1,0,9,1,1,0,0,0,0,0,5,24,7,5,5,0,3,0,0,0,0,6,40
4/17/2013,Detroit Tigers,SEA,1,0,0,1.13,1,1,0,0,0,0,0,8,29,6,1,1,0,1,0,0,0,0,12,82
4/12/2013,Detroit Tigers,OAK,1,0,0,1.5,1,1,0,0,0,0,0,6,24,5,2,1,0,1,0,0,0,0,11,68
4/6/2013,Detroit Tigers,NYY,1,1,0,7.2,1,1,0,0,0,0,0,5,22,5,4,4,1,2,0,1,0,0,7,44
10/3/2012,Detroit Tigers,KCR,1,0,0,0,1,1,0,0,0,0,0,4,17,3,0,0,0,2,0,0,0,0,3,57
9/23/2012,Detroit Tigers,MIN,1,0,1,5.4,1,1,0,0,0,0,0,5,22,6,3,3,0,1,0,0,0,0,4,51
9/18/2012,Detroit Tigers,OAK,1,0,0,4.5,1,1,0,0,0,0,0,2,10,2,1,1,0,2,0,0,0,0,4,45
9/12/2012,Detroit Tigers,CHW,1,1,0,1.5,1,1,0,0,0,0,0,6,21,4,1,1,1,0,0,0,0,0,7,66
9/7/2012,Detroit Tigers,LAA,1,0,0,2.25,1,1,0,0,0,0,0,8,29,5,2,2,0,0,0,0,0,0,9,81
9/1/2012,Detroit Tigers,CHW,1,1,0,0,1,1,0,0,0,0,0,8,29,4,0,0,0,1,0,0,0,0,9,87
8/26/2012,Detroit Tigers,LAA,1,1,0,1.29,1,1,0,0,0,0,0,7,26,4,1,1,0,2,0,0,0,0,9,76
8/21/2012,Detroit Tigers,TOR,1,1,0,1.29,1,1,0,0,0,0,0,7,27,5,1,1,1,2,0,0,0,0,8,67
8/15/2012,Detroit Tigers,MIN,1,1,0,0,1,1,0,0,0,0,0,7,26,4,0,0,0,2,0,0,0,0,10,80
8/10/2012,Detroit Tigers,TEX,1,1,0,3,1,1,0,0,0,0,0,6,27,8,2,2,1,2,0,1,0,0,8,52
8/5/2012,Detroit Tigers,CLE,1,0,0,7.2,1,1,0,0,0,0,0,5,24,10,4,4,1,1,0,0,0,0,9,39
7/30/2012,Detroit Tigers,BOS,1,0,1,7.11,1,1,0,0,0,0,0,6.1,28,7,5,5,1,2,0,0,0,0,9,48
7/25/2012,Detroit Tigers,CLE,1,1,0,2.57,1,1,0,0,0,0,0,7,27,3,2,2,1,4,0,0,0,0,8,64
7/19/2012,Detroit Tigers,LAA,1,1,0,1.29,1,1,0,0,0,0,0,7,27,3,1,1,1,4,0,0,0,0,9,68
7/14/2012,Detroit Tigers,BAL,1,0,0,7.2,1,1,0,0,0,0,0,5,25,9,4,4,1,2,0,0,0,0,4,34
7/8/2012,Detroit Tigers,KCR,1,1,0,1.29,1,1,0,0,0,0,0,7,27,5,1,1,1,1,0,0,0,0,7,68
6/28/2012,Detroit Tigers,TBR,1,1,0,3,1,1,0,0,0,0,0,6,24,4,2,2,0,2,0,0,0,0,7,65
6/23/2012,Detroit Tigers,PIT,1,0,1,4.5,1,1,0,0,0,0,0,6,21,3,3,3,1,1,0,1,0,0,7,60
6/17/2012,Detroit Tigers,COL,1,1,0,0,1,1,0,0,0,0,0,8,31,7,0,0,0,0,0,0,0,0,12,86
6/12/2012,Detroit Tigers,CHC,1,0,0,4.5,1,1,0,0,0,0,0,6,27,5,3,3,0,5,1,0,2,0,8,55
6/6/2012,Detroit Tigers,CLE,1,0,1,10.38,1,1,0,0,0,0,0,4.1,24,7,8,5,2,3,1,0,0,0,2,12
5/31/2012,Detroit Tigers,BOS,1,1,0,4.5,1,1,0,0,0,0,0,6,27,7,3,3,1,2,0,0,0,0,6,49
5/26/2012,Detroit Tigers,MIN,1,1,0,5.06,1,1,0,0,0,0,0,5.1,21,6,3,3,2,0,0,0,0,0,9,48
5/20/2012,Detroit Tigers,PIT,1,1,0,2.57,1,1,0,0,0,0,0,7,26,4,2,2,2,1,0,0,0,0,15,69
5/15/2012,Detroit Tigers,CHW,1,0,0,11.25,1,1,0,0,0,0,0,4,22,8,6,5,1,3,0,0,0,0,3,21
5/10/2012,Detroit Tigers,OAK,1,1,0,2.84,1,1,0,0,0,0,0,6.1,25,5,2,2,1,2,0,0,0,0,9,61
5/5/2012,Detroit Tigers,CHW,1,0,0,1.29,1,1,0,0,0,0,0,7,24,4,1,1,1,0,0,0,0,0,9,74
4/29/2012,Detroit Tigers,NYY,1,0,1,5.79,1,1,0,0,0,0,0,4.2,28,7,3,3,1,7,0,0,0,0,4,29
4/24/2012,Detroit Tigers,SEA,1,0,1,9,1,1,0,0,0,0,0,5,26,10,5,5,0,2,0,0,0,0,6,37
4/18/2012,Detroit Tigers,KCR,1,1,0,4.5,1,1,0,0,0,0,0,6,25,7,3,3,1,1,0,1,0,0,3,48
4/13/2012,Detroit Tigers,CHW,1,0,1,4.5,1,1,0,0,0,0,0,6,24,5,3,3,1,1,0,0,0,0,11,60
4/8/2012,Detroit Tigers,BOS,1,0,0,23.62,1,1,0,0,0,0,0,2.2,20,8,7,7,0,2,0,2,0,1,3,18
9/27/2011,Detroit Tigers,CLE,1,1,0,6.35,1,1,0,0,0,0,0,5.2,25,7,4,4,0,2,0,0,2,0,7,50
9/21/2011,Detroit Tigers,KCR,1,0,0,3.6,1,1,0,0,0,0,0,5,19,5,2,2,0,1,0,0,0,0,5,56
9/15/2011,Detroit Tigers,OAK,1,0,1,9,1,1,0,0,0,0,0,5,24,7,5,5,3,1,0,2,0,0,8,28
9/10/2011,Detroit Tigers,MIN,1,0,0,2.57,1,1,0,0,0,0,0,7,27,5,2,2,1,3,0,0,0,0,6,59
9/4/2011,Detroit Tigers,CHW,1,1,0,0,1,1,0,0,0,0,0,7,25,5,0,0,0,0,0,0,0,0,6,77
8/29/2011,Detroit Tigers,KCR,1,0,1,21,1,1,0,0,0,0,0,3,19,10,7,7,3,1,0,0,0,0,2,-2
8/24/2011,Detroit Tigers,TBR,1,0,0,3.6,1,1,0,0,0,0,0,5,21,4,2,2,1,2,0,0,0,0,4,49
8/19/2011,Detroit Tigers,CLE,1,1,0,1.29,1,1,0,0,0,0,0,7,27,5,1,1,0,1,0,0,2,0,6,72
8/13/2011,Detroit Tigers,BAL,1,1,0,5.14,1,1,0,0,0,0,0,7,29,7,5,4,2,0,0,0,0,0,10,50
8/7/2011,Detroit Tigers,KCR,1,0,1,7.2,1,1,0,0,0,0,0,5,21,6,4,4,1,1,0,0,1,0,5,42
8/2/2011,Detroit Tigers,TEX,1,0,0,3,1,1,0,0,0,0,0,6,26,6,2,2,0,1,0,1,0,0,1,56
7/27/2011,Detroit Tigers,CHW,1,0,1,3,1,1,0,0,0,0,0,6,27,6,2,2,1,4,0,0,1,0,8,51
7/22/2011,Detroit Tigers,MIN,1,1,0,1.29,1,1,0,0,0,0,0,7,25,4,1,1,0,1,0,0,0,0,4,72
7/16/2011,Detroit Tigers,CHW,1,0,1,2.25,1,1,0,0,0,0,0,8,31,8,2,2,1,0,0,0,0,0,6,65
7/7/2011,Detroit Tigers,KCR,1,1,0,1.35,1,1,0,0,0,0,0,6.2,24,6,1,1,0,0,0,0,0,0,2,66
7/2/2011,Detroit Tigers,SFG,1,0,1,27,1,1,0,0,0,0,0,2,16,6,9,6,2,3,0,0,1,0,2,-4
6/27/2011,Detroit Tigers,TOR,1,0,0,2.57,1,1,0,0,0,0,0,7,27,6,2,2,1,1,1,0,1,0,9,64
6/21/2011,Detroit Tigers,LAD,1,0,1,9,1,1,0,0,0,0,0,6,29,9,6,6,1,2,0,0,0,0,3,32
6/16/2011,Detroit Tigers,CLE,1,1,0,3.18,1,1,0,0,0,0,0,5.2,26,4,2,2,0,2,0,2,0,0,4,59
6/11/2011,Detroit Tigers,SEA,1,1,0,1.29,1,1,0,0,0,0,0,7,26,4,1,1,0,2,0,0,0,0,4,70
6/6/2011,Detroit Tigers,TEX,1,1,0,9,1,1,0,0,0,0,0,5,24,8,5,5,1,1,0,0,0,0,4,34
5/31/2011,Detroit Tigers,MIN,1,0,0,9.45,1,1,0,0,0,0,0,6.2,31,9,7,7,2,1,0,1,2,0,7,33
5/26/2011,Detroit Tigers,BOS,1,0,1,31.5,1,1,0,0,0,0,0,2,15,7,7,7,1,2,0,0,0,0,1,7
5/21/2011,Detroit Tigers,PIT,1,0,1,4.76,1,1,0,0,0,0,0,5.2,24,7,3,3,0,0,0,0,0,0,7,57
5/16/2011,Detroit Tigers,TOR,1,0,0,0,1,1,0,0,0,0,0,7,29,8,1,0,0,1,0,0,0,0,2,62
5/9/2011,Detroit Tigers,TOR,1,1,0,3.6,1,1,0,0,0,0,0,5,23,5,2,2,1,3,0,0,0,0,5,46
5/4/2011,Detroit Tigers,NYY,1,1,0,0,1,1,0,0,0,0,0,8,29,4,0,0,0,2,0,0,0,0,9,84
4/29/2011,Detroit Tigers,CLE,1,0,0,6.75,1,1,0,0,0,0,0,6.2,29,6,5,5,2,5,0,0,0,0,7,37
4/24/2011,Detroit Tigers,CHW,1,1,0,0,1,1,0,0,0,0,0,8,29,4,0,0,0,3,0,0,0,0,7,80
4/18/2011,Detroit Tigers,SEA,1,1,0,3,1,1,0,0,0,0,0,6,26,6,2,2,1,4,0,0,0,0,7,50
4/13/2011,Detroit Tigers,TEX,1,0,0,3,1,1,0,0,0,0,0,6,27,7,2,2,0,2,0,1,2,0,7,58
4/8/2011,Detroit Tigers,KCR,1,1,0,1.5,1,1,0,0,0,0,0,6,26,7,1,1,0,2,0,0,0,0,3,57
4/3/2011,Detroit Tigers,NYY,1,1,0,10.8,1,1,0,0,0,0,0,5,27,9,6,6,4,2,0,0,0,0,6,11
9/29/2010,Detroit Tigers,CLE,1,0,1,7.2,1,1,0,0,0,0,0,5,25,8,4,4,2,3,0,0,0,0,3,26
9/22/2010,Detroit Tigers,KCR,1,1,0,0,1,1,0,0,0,0,0,7.2,26,2,0,0,0,2,0,0,0,0,8,85
9/17/2010,Detroit Tigers,CHW,1,1,0,2.25,1,1,0,0,0,0,0,8,28,2,2,2,2,2,0,1,0,0,11,72
9/11/2010,Detroit Tigers,BAL,1,0,1,6,1,1,0,0,0,0,0,6,31,12,4,4,0,1,0,0,1,0,5,42
9/6/2010,Detroit Tigers,CHW,1,0,0,4.91,1,1,0,0,0,0,0,7.1,33,9,4,4,0,2,0,1,1,0,6,55
9/1/2010,Detroit Tigers,MIN,1,0,0,1,1,1,0,0,0,0,0,9,30,4,1,1,0,1,0,0,0,0,9,89
8/26/2010,Detroit Tigers,TOR,1,1,0,1.13,1,1,0,0,0,0,0,8,28,6,1,1,1,1,0,0,0,0,8,72
8/21/2010,Detroit Tigers,CLE,1,1,0,1.29,1,1,0,0,0,0,0,7,27,4,2,1,0,2,0,0,0,0,8,71
8/16/2010,Detroit Tigers,NYY,1,1,0,0,1,1,0,0,0,0,0,6,21,2,0,0,0,2,0,0,0,0,6,73
8/10/2010,Detroit Tigers,TBR,1,0,1,1.29,1,1,0,0,0,0,0,7,28,4,2,1,0,4,0,0,1,0,2,61
8/5/2010,Detroit Tigers,CHW,1,0,0,2.57,1,1,0,0,0,0,0,7,27,8,2,2,0,2,0,0,1,0,7,62
7/31/2010,Detroit Tigers,BOS,1,0,0,1.42,1,1,0,0,0,0,0,6.1,25,9,1,1,0,1,0,0,0,0,3,57
7/26/2010,Detroit Tigers,TBR,1,0,1,4.76,1,1,0,0,0,0,0,5.2,24,2,4,3,1,4,0,0,1,0,8,51
7/21/2010,Detroit Tigers,TEX,1,1,0,0,1,1,0,0,0,0,0,7,26,4,0,0,0,3,0,0,0,0,5,72
7/16/2010,Detroit Tigers,CLE,1,0,1,7.2,1,1,0,0,0,0,0,5,26,5,4,4,1,5,0,0,1,0,7,38
7/7/2010,Detroit Tigers,BAL,1,1,0,1.29,1,1,0,0,0,0,0,7,28,6,1,1,0,2,0,0,0,0,6,68
7/2/2010,Detroit Tigers,SEA,1,1,0,1.13,1,1,0,0,0,0,0,8,27,3,1,1,1,2,0,0,0,0,7,75
6/26/2010,Detroit Tigers,ATL,1,0,0,0,1,1,0,0,0,0,0,5.2,24,3,0,0,0,4,0,1,0,0,8,67
6/20/2010,Detroit Tigers,ARI,1,1,0,1.29,1,1,0,0,0,0,0,7,26,4,1,1,0,2,0,0,0,0,8,74
6/15/2010,Detroit Tigers,WSN,1,1,0,4.5,1,1,0,0,0,0,0,6,27,7,4,3,1,2,1,0,0,0,9,48
6/10/2010,Detroit Tigers,CHW,1,0,1,3.68,1,1,0,0,0,0,0,7.1,27,5,3,3,2,1,0,0,0,0,7,57
6/4/2010,Detroit Tigers,KCR,1,0,1,9,1,1,0,0,0,0,0,5,24,9,5,5,0,2,0,0,0,0,3,35
5/30/2010,Detroit Tigers,OAK,1,1,0,0,1,1,0,0,0,0,0,5.2,24,2,0,0,0,4,0,1,0,0,14,75
5/14/2010,Detroit Tigers,BOS,1,0,1,10.8,1,1,0,0,0,0,0,5,22,6,6,6,3,2,0,0,0,0,1,18
5/9/2010,Detroit Tigers,CLE,1,0,1,9,1,1,0,0,0,0,0,5,27,9,5,5,0,3,0,0,1,0,4,34
5/3/2010,Detroit Tigers,MIN,1,0,1,20.77,1,1,0,0,0,0,0,4.1,25,8,10,10,1,4,0,0,1,0,1,6
4/28/2010,Detroit Tigers,MIN,1,0,0,14.73,1,1,0,0,0,0,0,3.2,20,10,6,6,2,0,0,0,0,0,3,14
4/23/2010,Detroit Tigers,TEX,1,0,0,3.86,1,1,0,0,0,0,0,7,27,5,4,3,1,2,0,1,0,0,7,56
4/18/2010,Detroit Tigers,SEA,1,1,0,3,1,1,0,0,0,0,0,6,22,6,2,2,1,1,0,0,0,0,4,53
4/12/2010,Detroit Tigers,KCR,1,0,1,3.6,1,1,0,0,0,0,0,5,23,9,5,2,1,2,0,0,0,0,3,29
4/7/2010,Detroit Tigers,KCR,1,0,0,0,1,1,0,0,0,0,0,6,22,1,0,0,0,2,0,2,0,0,3,72
9/25/2009,Arizona Diamondbacks,SDP,1,0,1,5.4,1,1,0,0,0,0,0,5,22,5,3,3,0,3,0,0,0,0,6,51
9/19/2009,Arizona Diamondbacks,COL,1,0,1,5.06,1,1,0,0,0,0,0,5.1,25,3,4,3,2,5,0,1,0,0,6,38
9/13/2009,Arizona Diamondbacks,MIL,1,0,0,1.5,1,1,0,0,0,0,0,6,21,3,1,1,1,2,0,0,0,0,5,62
9/7/2009,Arizona Diamondbacks,LAD,1,0,1,5.14,1,1,0,0,0,0,0,7,29,6,4,4,3,1,0,1,2,0,3,41
9/2/2009,Arizona Diamondbacks,LAD,1,1,0,1.17,1,1,0,0,0,0,0,7.2,30,7,1,1,0,1,0,0,0,0,4,71
8/28/2009,Arizona Diamondbacks,HOU,1,1,0,7.5,1,1,0,0,0,0,0,6,26,5,6,5,1,2,0,1,0,0,8,46
8/22/2009,Arizona Diamondbacks,HOU,1,0,1,7.2,1,1,0,0,0,0,0,5,24,7,4,4,0,2,0,0,0,0,7,47
8/17/2009,Arizona Diamondbacks,ATL,1,0,1,5.4,1,1,0,0,0,0,0,5,25,6,9,3,2,1,0,2,0,0,7,24
8/11/2009,Arizona Diamondbacks,NYM,1,1,0,2.7,1,1,0,0,0,0,0,6.2,28,8,2,2,1,0,0,0,0,0,8,60
8/6/2009,Arizona Diamondbacks,PIT,1,0,0,8.44,1,1,0,0,0,0,0,5.1,26,7,5,5,0,4,0,1,1,0,5,40
8/1/2009,Arizona Diamondbacks,NYM,1,0,0,9,1,1,0,0,0,0,0,4,20,6,4,4,0,2,0,0,1,0,4,40
7/26/2009,Arizona Diamondbacks,PIT,1,1,0,0,1,1,0,0,0,0,0,7,26,5,0,0,0,0,0,0,0,0,8,80
7/21/2009,Arizona Diamondbacks,COL,1,0,0,9,1,1,0,0,0,0,0,4,20,7,4,4,1,1,0,0,1,0,6,36
7/8/2009,Arizona Diamondbacks,SDP,1,0,0,2.57,1,1,0,0,0,0,0,7,27,4,2,2,0,3,0,0,0,0,9,71
7/3/2009,Arizona Diamondbacks,COL,1,0,1,4.5,1,1,0,0,0,0,0,6,26,6,5,3,1,1,0,0,0,0,5,46
6/28/2009,Arizona Diamondbacks,LAA,1,0,1,6.23,1,1,0,0,0,0,0,4.1,21,4,8,3,0,3,0,0,0,0,2,30
6/23/2009,Arizona Diamondbacks,TEX,1,1,0,3,1,1,0,0,0,0,0,6,27,7,2,2,0,1,0,1,0,0,7,61
6/17/2009,Arizona Diamondbacks,KCR,1,1,0,3,1,1,0,0,0,0,0,6,30,9,2,2,0,3,0,0,0,0,5,51
6/11/2009,Arizona Diamondbacks,SFG,1,1,0,0,1,1,0,0,0,0,0,7.2,27,3,0,0,0,1,0,1,0,0,6,84
6/6/2009,Arizona Diamondbacks,SDP,1,0,0,0,1,1,0,0,0,0,0,5,23,3,0,0,0,5,0,1,0,0,6,60
5/31/2009,Arizona Diamondbacks,ATL,1,0,1,19.64,1,1,0,0,0,0,0,3.2,24,10,8,8,2,3,0,1,0,0,4,4
5/26/2009,Arizona Diamondbacks,SDP,1,1,0,2.57,1,1,0,0,0,0,0,7,27,6,2,2,1,0,0,0,0,0,10,68
5/21/2009,Arizona Diamondbacks,MIA,1,0,0,4.5,1,1,0,0,0,0,0,6,26,6,3,3,1,2,0,0,0,1,10,55
5/16/2009,Arizona Diamondbacks,ATL,1,1,0,0,1,1,0,0,0,0,0,6,22,4,0,0,0,3,0,0,0,0,4,66
5/10/2009,Arizona Diamondbacks,WSN,1,0,0,7.2,1,1,0,0,0,0,0,5,25,7,4,4,3,3,0,0,0,0,5,25
5/5/2009,Arizona Diamondbacks,LAD,1,0,1,3,1,1,0,0,0,0,0,6,25,4,3,2,0,2,1,0,0,0,4,59
4/30/2009,Arizona Diamondbacks,MIL,1,0,0,0,1,1,0,0,0,0,0,6,24,5,0,0,0,1,0,0,0,0,7,71
4/25/2009,Arizona Diamondbacks,SFG,1,0,1,7.71,1,1,0,0,0,0,0,4.2,21,5,4,4,1,2,0,0,0,0,6,42
4/19/2009,Arizona Diamondbacks,SFG,1,0,1,1.8,1,1,0,0,0,0,0,5,22,3,1,1,0,4,0,0,0,0,6,59
4/14/2009,Arizona Diamondbacks,STL,1,0,0,5.4,1,1,0,0,0,0,0,5,22,5,3,3,0,2,0,0,0,0,1,48
9/24/2008,Arizona Diamondbacks,STL,1,0,1,3.6,1,1,0,0,0,0,0,5,24,7,4,2,0,2,0,0,0,0,4,44
9/19/2008,Arizona Diamondbacks,COL,1,0,1,4.5,1,1,0,0,0,0,0,6,26,7,3,3,2,1,0,0,1,0,8,47
9/14/2008,Arizona Diamondbacks,CIN,1,0,0,1.5,1,1,0,0,0,0,0,6,23,2,1,1,1,3,1,0,0,0,9,66
9/7/2008,Arizona Diamondbacks,LAD,1,0,0,5.4,1,1,0,0,0,0,0,5,21,5,3,3,0,1,0,0,0,0,11,60
8/31/2008,Arizona Diamondbacks,LAD,0,0,0,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,1,
8/29/2008,Arizona Diamondbacks,LAD,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,
6/11/2008,Arizona Diamondbacks,NYM,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,1,
6/8/2008,Arizona Diamondbacks,PIT,0,0,0,3.86,1,0,0,0,0,0,0,2.1,13,3,1,1,0,2,0,2,0,0,2,
6/3/2008,Arizona Diamondbacks,MIL,0,0,0,27,1,0,0,0,0,0,0,1,6,3,3,3,2,0,0,0,0,0,1,
5/30/2008,Arizona Diamondbacks,WSN,0,0,0,3.37,1,0,0,0,0,0,0,2.2,12,1,1,1,0,3,0,0,0,0,1,
5/26/2008,Arizona Diamondbacks,ATL,0,0,0,0,1,0,0,0,0,0,0,2.2,10,2,0,0,0,1,0,0,0,0,4,
5/23/2008,Arizona Diamondbacks,ATL,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,
5/17/2008,Arizona Diamondbacks,DET,1,0,1,0,1,1,0,0,0,0,0,5,22,3,2,0,0,4,0,0,0,0,5,55
5/10/2008,Arizona Diamondbacks,CHC,1,0,0,0,1,1,0,0,0,0,0,6,24,5,1,0,0,1,0,2,0,0,6,67
5/5/2008,Arizona Diamondbacks,PHI,1,0,1,11.25,1,1,0,0,0,0,0,4,23,8,5,5,0,2,0,1,1,0,5,34
4/29/2008,Arizona Diamondbacks,HOU,0,0,0,0,1,0,0,0,0,0,0,4.1,13,0,0,0,0,0,0,0,0,0,7,
